pipe_id,source,failure,installation_year,material,diameter_inches,length_feet,soil_type,soil_corrosivity,soil_moisture,soil_ph,depth_feet,pressure_psi,traffic_load,num_previous_repairs,days_since_last_repair,num_joints,water_quality_index,population_density,zone,average_daily_flow_gpm,temperature_variation_f,rainfall_inches_annual,ground_movement_index,pipe_age,material_life,age_ratio
EPA-01425,EPA_DWINS_Pattern,0,1940,cast_iron,16,487.7,sandy,moderately_corrosive,85.4,5.8,10.9,46.5,light,1,1322,19,76.0,1283.0,commercial,277.0,69.3,62.1,5.98,84,100,0.84
EPA-00557,EPA_DWINS_Pattern,0,1901,pvc,6,226.4,sandy,moderately_corrosive,83.4,8.67,11.9,59.1,moderate,0,109,16,65.6,12026.0,industrial,433.4,31.3,30.2,8.59,123,75,1.64
EPA-01867,EPA_DWINS_Pattern,0,2000,pvc,6,297.1,loam,corrosive,17.5,6.04,10.3,42.6,moderate,0,838,13,76.8,403.0,industrial,188.2,43.6,31.7,4.72,24,75,0.32
EPA-02537,EPA_DWINS_Pattern,0,1953,pvc,6,368.9,loam,moderately_corrosive,49.6,7.63,11.3,91.3,light,0,1424,16,68.3,2946.0,commercial,116.0,72.1,48.7,0.63,71,75,0.9466666666666667
EPA-01585,EPA_DWINS_Pattern,0,1994,pvc,12,639.0,peat,moderately_corrosive,26.2,4.98,4.0,65.4,heavy,0,436,27,73.0,9426.0,industrial,146.3,39.4,61.6,1.59,30,75,0.4
EPA-00745,EPA_DWINS_Pattern,0,1995,steel,16,71.5,sandy,moderately_corrosive,17.1,6.65,4.6,96.1,heavy,1,158,14,95.7,11564.0,commercial,29.5,57.4,34.8,6.46,29,70,0.4142857142857143
EPA-02868,EPA_DWINS_Pattern,0,1946,ductile_iron,20,1902.8,loam,corrosive,34.9,5.55,10.6,79.5,moderate,6,1162,26,75.7,6889.0,residential,120.4,71.9,10.4,3.79,78,100,0.78
SYR-0719,Syracuse_Real_Data,1,1957,steel,10,291.4,gravel,non_corrosive,61.9,4.06,6.8,64.0,none,3,124,2,52.1,6838.0,residential,452.1,23.9,48.9,4.71,67,70,0.9571428571428572
EPA-00371,EPA_DWINS_Pattern,0,1994,ductile_iron,24,797.1,sandy,moderately_corrosive,77.5,6.19,9.2,86.4,heavy,1,951,22,84.2,14104.0,residential,71.7,33.1,43.2,7.42,30,100,0.3
EPA-01980,EPA_DWINS_Pattern,0,1945,steel,8,1765.1,gravel,moderately_corrosive,87.6,4.86,7.6,30.6,moderate,1,453,22,64.0,4609.0,commercial,171.9,52.5,68.3,6.24,79,70,1.1285714285714286
EPA-02931,EPA_DWINS_Pattern,0,1970,ductile_iron,6,257.8,peat,highly_corrosive,46.0,8.79,5.1,92.1,none,0,1962,22,60.7,8270.0,commercial,73.0,36.1,41.7,7.34,54,100,0.54
EPA-01021,EPA_DWINS_Pattern,0,1957,clay,4,993.0,gravel,corrosive,45.9,8.04,4.8,63.4,moderate,0,2923,12,88.3,9707.0,residential,38.8,41.0,47.8,0.37,67,60,1.1166666666666667
EPA-01611,EPA_DWINS_Pattern,0,1975,steel,6,1697.3,loam,moderately_corrosive,23.0,7.7,9.5,76.2,moderate,0,3133,3,58.3,13921.0,commercial,195.6,60.0,62.4,9.3,49,70,0.7
EPA-00627,EPA_DWINS_Pattern,0,1978,asbestos_cement,10,1136.1,silt,non_corrosive,26.6,6.27,7.3,77.1,none,1,2278,3,80.5,11491.0,commercial,413.1,70.8,26.2,3.65,46,70,0.6571428571428571
EPA-01426,EPA_DWINS_Pattern,0,1967,cast_iron,10,460.2,loam,corrosive,18.7,5.3,5.6,80.3,light,0,332,11,90.9,1864.0,residential,28.7,36.4,10.9,7.11,57,100,0.57
EPA-02054,EPA_DWINS_Pattern,0,1962,pvc,20,1484.2,loam,moderately_corrosive,93.0,5.62,8.2,93.2,heavy,0,294,5,65.0,11504.0,residential,346.0,28.6,55.0,4.15,62,75,0.8266666666666667
EPA-02008,EPA_DWINS_Pattern,0,1957,cast_iron,6,1378.6,peat,non_corrosive,20.8,5.02,6.2,40.0,heavy,0,2734,7,73.6,9364.0,mixed,34.4,61.2,51.0,2.1,67,100,0.67
SYR-0600,Syracuse_Real_Data,1,1959,cast_iron,8,756.3,sandy,moderately_corrosive,74.3,6.76,6.8,74.0,light,1,2736,2,78.9,11640.0,industrial,365.7,51.8,62.8,5.5,65,100,0.65
EPA-00748,EPA_DWINS_Pattern,0,1959,clay,24,140.3,silt,moderately_corrosive,37.0,8.06,8.8,37.5,none,1,998,12,82.1,1559.0,residential,483.0,62.0,24.0,0.87,65,60,1.0833333333333333
EPA-01352,EPA_DWINS_Pattern,0,1944,hdpe,4,65.3,loam,mildly_corrosive,55.7,4.94,6.6,51.1,light,1,3621,27,98.6,13817.0,commercial,145.4,75.8,35.8,0.48,80,50,1.6
EPA-00430,EPA_DWINS_Pattern,0,2010,concrete,10,1659.5,clay,moderately_corrosive,84.2,4.02,11.5,47.0,moderate,1,2350,5,94.4,11925.0,residential,234.2,26.1,12.9,2.78,14,75,0.18666666666666668
EPA-00115,EPA_DWINS_Pattern,0,1930,cast_iron,6,677.0,loam,non_corrosive,89.6,4.63,6.9,83.9,light,2,1614,12,60.5,12730.0,mixed,278.4,63.1,52.8,4.28,94,100,0.94
SYR-0643,Syracuse_Real_Data,1,1989,pvc,12,318.7,silt,highly_corrosive,30.4,6.3,11.6,84.5,moderate,1,2300,10,77.3,13226.0,industrial,121.5,29.0,21.4,2.46,35,75,0.4666666666666667
SYR-0403,Syracuse_Real_Data,1,1946,clay,24,1061.2,loam,mildly_corrosive,87.5,4.09,10.5,104.8,none,3,97,14,57.9,1529.0,commercial,32.6,27.2,43.2,9.9,78,60,1.3
SYR-0491,Syracuse_Real_Data,1,1953,cast_iron,6,1845.6,gravel,corrosive,31.4,6.02,10.9,77.0,heavy,5,2699,17,53.0,11992.0,residential,43.3,60.4,40.3,0.28,71,100,0.71
EPA-01500,EPA_DWINS_Pattern,0,1982,concrete,8,66.5,sandy,mildly_corrosive,78.4,4.56,9.6,97.0,heavy,0,828,27,68.4,10532.0,residential,191.3,30.1,34.5,8.68,42,75,0.56
EPA-00004,EPA_DWINS_Pattern,0,2005,ductile_iron,10,159.5,gravel,mildly_corrosive,11.3,4.54,8.0,110.0,moderate,0,85,6,66.0,10240.0,mixed,111.2,10.9,12.9,4.24,19,100,0.19
EPA-01115,EPA_DWINS_Pattern,0,1942,pvc,20,863.2,loam,mildly_corrosive,55.5,7.56,7.3,42.0,light,3,2293,10,78.5,5798.0,residential,261.6,39.5,46.4,7.56,82,75,1.0933333333333333
EPA-02485,EPA_DWINS_Pattern,0,1990,ductile_iron,24,1368.1,gravel,non_corrosive,71.7,9.0,7.5,94.9,moderate,0,34,4,82.1,4030.0,residential,41.5,35.3,40.7,9.09,34,100,0.34
EPA-00879,EPA_DWINS_Pattern,0,1967,steel,4,978.4,sandy,mildly_corrosive,81.3,4.97,4.0,59.5,light,0,124,3,69.3,9173.0,commercial,346.7,11.7,24.5,5.88,57,70,0.8142857142857143
EPA-01474,EPA_DWINS_Pattern,0,1960,concrete,10,1800.2,sandy,corrosive,81.5,5.15,4.1,55.0,light,2,640,21,93.4,4358.0,commercial,85.0,34.5,49.7,4.98,64,75,0.8533333333333334
SYR-0271,Syracuse_Real_Data,1,1986,clay,20,136.0,gravel,highly_corrosive,35.4,5.48,2.3,116.7,moderate,2,3485,10,92.1,13766.0,residential,26.5,35.3,68.3,6.3,38,60,0.6333333333333333
EPA-01342,EPA_DWINS_Pattern,0,1991,hdpe,4,713.3,clay,moderately_corrosive,82.5,7.93,9.5,48.6,heavy,0,3578,8,86.1,9164.0,residential,133.4,47.2,65.8,9.73,33,50,0.66
EPA-02059,EPA_DWINS_Pattern,0,1969,concrete,20,735.1,sandy,moderately_corrosive,37.5,6.53,3.2,112.3,heavy,3,1552,14,67.5,5447.0,residential,345.8,44.5,63.3,0.81,55,75,0.7333333333333333
EPA-02199,EPA_DWINS_Pattern,0,1938,steel,6,713.2,silt,moderately_corrosive,29.9,6.85,7.8,104.1,light,0,1266,15,62.1,417.0,residential,66.1,21.5,55.1,5.66,86,70,1.2285714285714286
EPA-00045,EPA_DWINS_Pattern,0,1968,ductile_iron,12,1001.0,silt,mildly_corrosive,10.1,6.73,3.4,109.1,moderate,1,1574,14,55.8,2487.0,mixed,389.4,58.8,58.0,4.82,56,100,0.56
EPA-02498,EPA_DWINS_Pattern,0,1944,pvc,24,1591.6,gravel,mildly_corrosive,30.0,8.69,2.7,82.7,light,0,2293,25,62.5,4433.0,commercial,316.9,73.9,52.8,8.19,80,75,1.0666666666666667
EPA-01794,EPA_DWINS_Pattern,0,1986,concrete,16,669.9,silt,non_corrosive,20.1,4.17,7.3,82.6,moderate,1,2113,21,98.0,2515.0,industrial,160.8,65.6,34.6,1.06,38,75,0.5066666666666667
EPA-01393,EPA_DWINS_Pattern,0,2022,pvc,24,1501.7,peat,moderately_corrosive,67.4,4.79,10.7,66.2,light,0,1144,12,70.9,8226.0,residential,54.3,21.1,21.3,6.41,2,75,0.02666666666666667
EPA-02471,EPA_DWINS_Pattern,0,1965,ductile_iron,12,335.6,loam,mildly_corrosive,22.3,5.91,5.6,66.1,moderate,0,943,7,70.8,10846.0,industrial,455.7,48.7,55.4,3.01,59,100,0.59
EPA-02838,EPA_DWINS_Pattern,0,1940,steel,6,1143.4,loam,mildly_corrosive,59.8,6.44,11.2,106.6,heavy,5,1795,4,73.5,13272.0,commercial,124.2,23.2,47.0,7.61,84,70,1.2
EPA-01359,EPA_DWINS_Pattern,0,1967,pvc,16,781.4,gravel,non_corrosive,20.7,4.57,2.1,64.9,light,2,1070,21,82.4,9708.0,residential,319.9,37.9,58.5,0.66,57,75,0.76
EPA-01335,EPA_DWINS_Pattern,0,1958,asbestos_cement,12,1101.5,silt,mildly_corrosive,69.9,8.47,6.7,73.8,heavy,0,1615,23,96.0,8717.0,commercial,348.7,71.4,67.2,8.39,66,70,0.9428571428571428
SYR-0018,Syracuse_Real_Data,1,1990,galvanized_steel,8,260.1,clay,corrosive,34.3,7.39,3.5,119.7,moderate,0,133,21,55.7,3672.0,residential,270.6,18.2,33.6,0.0,34,50,0.68
EPA-02655,EPA_DWINS_Pattern,0,1950,ductile_iron,4,1909.3,sandy,highly_corrosive,36.2,8.66,5.2,61.9,moderate,0,710,22,91.0,13119.0,industrial,296.3,75.9,64.2,8.85,74,100,0.74
EPA-00211,EPA_DWINS_Pattern,0,1999,pvc,16,1817.1,loam,non_corrosive,64.4,8.7,2.2,104.0,moderate,1,3540,19,72.4,4808.0,industrial,155.2,33.6,14.1,4.83,25,75,0.3333333333333333
EPA-01118,EPA_DWINS_Pattern,0,1983,ductile_iron,12,1661.5,silt,mildly_corrosive,89.8,6.56,2.4,54.9,light,2,1326,19,63.7,10576.0,residential,297.9,53.3,25.3,9.25,41,100,0.41
SYR-0230,Syracuse_Real_Data,1,1985,cast_iron,20,1790.9,loam,mildly_corrosive,94.3,8.27,9.1,32.3,light,2,1599,29,77.2,11238.0,residential,413.6,44.6,38.0,0.09,39,100,0.39
EPA-00118,EPA_DWINS_Pattern,0,1972,galvanized_steel,6,336.0,silt,mildly_corrosive,40.4,7.68,8.5,83.4,none,0,720,17,77.0,767.0,residential,390.6,48.7,66.4,9.21,52,50,1.04
EPA-00293,EPA_DWINS_Pattern,0,1964,hdpe,12,1032.3,gravel,mildly_corrosive,90.4,5.8,4.1,73.1,moderate,2,3192,27,56.7,9796.0,residential,119.3,53.9,68.4,5.43,60,50,1.2
SYR-0496,Syracuse_Real_Data,1,1965,steel,20,669.9,sandy,mildly_corrosive,62.0,7.29,11.0,100.8,light,6,1042,23,54.9,13975.0,residential,393.5,16.2,40.7,0.66,59,70,0.8428571428571429
EPA-02545,EPA_DWINS_Pattern,0,1967,concrete,24,1780.4,loam,non_corrosive,87.0,8.76,8.9,30.4,moderate,5,1092,14,81.3,10435.0,commercial,343.2,24.0,45.0,9.85,57,75,0.76
SYR-0462,Syracuse_Real_Data,1,1986,concrete,24,419.4,loam,non_corrosive,12.4,7.82,5.4,36.4,heavy,4,1540,11,86.8,7203.0,industrial,223.8,62.7,37.0,2.81,38,75,0.5066666666666667
EPA-01904,EPA_DWINS_Pattern,0,1998,pvc,6,478.9,clay,moderately_corrosive,12.8,7.55,6.1,107.4,moderate,0,2955,6,80.7,6098.0,mixed,248.3,62.5,63.6,1.84,26,75,0.3466666666666667
EPA-00564,EPA_DWINS_Pattern,0,1997,ductile_iron,6,1389.1,loam,highly_corrosive,16.3,5.11,4.9,73.3,light,1,2909,11,67.6,2333.0,residential,263.0,48.9,61.2,0.67,27,100,0.27
EPA-01554,EPA_DWINS_Pattern,0,1975,cast_iron,12,223.4,loam,highly_corrosive,78.4,8.16,10.3,75.6,moderate,2,692,16,77.8,3451.0,residential,391.7,76.2,25.2,5.17,49,100,0.49
SYR-0319,Syracuse_Real_Data,1,1976,asbestos_cement,10,1478.1,gravel,moderately_corrosive,21.7,5.95,6.9,50.3,light,1,741,19,95.3,13347.0,commercial,309.8,13.1,14.0,6.76,48,70,0.6857142857142857
EPA-01454,EPA_DWINS_Pattern,0,1921,ductile_iron,6,572.8,loam,mildly_corrosive,25.0,7.12,3.4,113.3,moderate,2,953,25,96.2,5915.0,residential,425.4,73.2,14.4,3.0,103,100,1.03
EPA-02266,EPA_DWINS_Pattern,0,1975,cast_iron,4,1338.8,clay,mildly_corrosive,59.8,7.39,4.0,112.3,none,0,738,6,61.6,2519.0,commercial,412.0,40.3,64.0,6.95,49,100,0.49
EPA-01453,EPA_DWINS_Pattern,0,1930,pvc,6,1752.4,loam,moderately_corrosive,91.4,6.58,5.0,76.5,none,1,1842,6,54.8,6037.0,commercial,457.8,73.9,53.7,8.45,94,75,1.2533333333333334
EPA-00492,EPA_DWINS_Pattern,0,1970,steel,8,1238.7,gravel,moderately_corrosive,58.2,4.83,6.0,49.6,heavy,2,925,19,82.7,6628.0,residential,438.7,42.6,20.3,4.54,54,70,0.7714285714285715
EPA-02573,EPA_DWINS_Pattern,0,1987,cast_iron,16,464.7,loam,moderately_corrosive,72.3,7.49,7.9,118.5,light,0,292,2,58.7,5157.0,residential,20.2,63.9,52.2,9.65,37,100,0.37
EPA-00290,EPA_DWINS_Pattern,0,1985,concrete,4,145.9,sandy,mildly_corrosive,26.0,5.24,11.6,110.3,light,0,2887,26,90.1,352.0,residential,187.8,78.9,34.6,1.07,39,75,0.52
EPA-02323,EPA_DWINS_Pattern,0,1950,pvc,4,137.0,peat,mildly_corrosive,87.7,5.33,4.6,76.9,light,2,1269,8,64.0,5572.0,residential,193.1,71.2,45.1,7.29,74,75,0.9866666666666667
EPA-02519,EPA_DWINS_Pattern,0,1968,pvc,8,223.2,clay,corrosive,14.7,4.63,5.3,86.4,light,3,925,16,57.5,13462.0,industrial,346.6,16.3,45.9,7.37,56,75,0.7466666666666667
EPA-02394,EPA_DWINS_Pattern,0,2005,asbestos_cement,20,1180.6,sandy,moderately_corrosive,34.0,7.1,2.2,69.6,heavy,1,548,4,90.8,4195.0,residential,287.7,64.9,50.9,5.57,19,70,0.2714285714285714
EPA-01234,EPA_DWINS_Pattern,0,1936,ductile_iron,24,729.0,sandy,moderately_corrosive,48.6,4.59,5.7,48.5,light,0,2996,4,60.4,5499.0,industrial,495.3,42.4,27.0,1.4,88,100,0.88
SYR-0658,Syracuse_Real_Data,1,1979,galvanized_steel,10,524.1,silt,moderately_corrosive,29.2,5.73,8.8,91.3,none,2,2209,27,50.4,10763.0,commercial,313.0,30.2,65.5,5.44,45,50,0.9
EPA-00057,EPA_DWINS_Pattern,0,1998,pvc,4,477.6,gravel,mildly_corrosive,66.4,8.45,11.6,90.2,heavy,0,1198,20,91.1,2422.0,residential,287.8,59.9,62.7,1.65,26,75,0.3466666666666667
EPA-01120,EPA_DWINS_Pattern,0,1919,cast_iron,4,1899.7,clay,non_corrosive,67.7,6.27,9.4,79.3,light,1,3027,28,54.7,12634.0,residential,426.6,40.4,10.7,0.85,105,100,1.05
EPA-02195,EPA_DWINS_Pattern,0,1919,copper,20,281.7,silt,corrosive,28.0,8.47,3.2,103.3,none,1,1126,26,71.0,8225.0,mixed,397.1,51.2,51.2,5.41,105,80,1.3125
EPA-02895,EPA_DWINS_Pattern,0,1964,pvc,10,644.4,silt,corrosive,10.7,6.46,10.9,70.7,none,3,934,29,69.8,8050.0,residential,88.6,64.8,42.4,6.07,60,75,0.8
EPA-00663,EPA_DWINS_Pattern,0,1927,pvc,4,969.4,gravel,moderately_corrosive,16.3,4.89,10.4,107.5,heavy,1,1399,7,57.1,2003.0,residential,247.1,67.6,40.4,8.03,97,75,1.2933333333333332
EPA-00331,EPA_DWINS_Pattern,0,2005,galvanized_steel,20,50.9,gravel,corrosive,10.0,7.79,3.9,49.5,moderate,4,171,22,51.8,1106.0,commercial,496.0,42.7,16.8,2.05,19,50,0.38
EPA-00179,EPA_DWINS_Pattern,0,1917,pvc,12,1845.9,silt,moderately_corrosive,87.0,5.77,11.3,116.6,moderate,1,1652,19,54.2,12737.0,residential,356.9,40.8,42.3,9.32,107,75,1.4266666666666667
EPA-02721,EPA_DWINS_Pattern,0,1962,ductile_iron,8,243.2,clay,highly_corrosive,62.8,8.83,9.1,48.5,moderate,0,2748,7,71.4,3396.0,commercial,21.5,38.9,54.2,5.71,62,100,0.62
EPA-01158,EPA_DWINS_Pattern,0,1982,cast_iron,10,1380.8,sandy,highly_corrosive,21.8,5.31,9.8,44.4,moderate,2,1549,7,97.9,6594.0,residential,40.1,57.4,10.9,6.45,42,100,0.42
SYR-0299,Syracuse_Real_Data,1,1943,asbestos_cement,6,1276.3,peat,mildly_corrosive,17.9,8.11,6.6,84.3,moderate,1,2132,12,86.2,7663.0,residential,368.4,76.3,35.4,1.67,81,70,1.1571428571428573
SYR-0094,Syracuse_Real_Data,1,1976,cast_iron,24,1627.7,loam,corrosive,79.5,6.47,4.0,38.4,heavy,0,1457,24,85.7,455.0,commercial,388.9,28.8,47.3,8.01,48,100,0.48
EPA-01405,EPA_DWINS_Pattern,0,1963,ductile_iron,20,1320.2,loam,mildly_corrosive,78.9,8.21,10.0,45.1,moderate,0,3008,15,83.5,10586.0,residential,411.5,30.0,18.9,6.58,61,100,0.61
EPA-02549,EPA_DWINS_Pattern,0,1986,cast_iron,6,1550.3,gravel,moderately_corrosive,88.8,4.92,6.8,95.6,heavy,3,3641,9,88.5,8185.0,residential,153.4,55.4,69.3,1.85,38,100,0.38
EPA-00576,EPA_DWINS_Pattern,0,1980,ductile_iron,16,871.4,gravel,moderately_corrosive,23.5,7.17,11.7,57.7,none,0,1993,18,76.5,13644.0,mixed,405.0,41.4,51.3,5.01,44,100,0.44
EPA-02746,EPA_DWINS_Pattern,0,1971,concrete,6,1003.0,silt,corrosive,54.4,4.57,3.5,102.0,moderate,2,2539,19,99.3,2050.0,residential,496.2,13.3,51.1,3.86,53,75,0.7066666666666667
EPA-01887,EPA_DWINS_Pattern,0,1979,pvc,10,1418.2,gravel,highly_corrosive,20.3,8.03,5.6,44.0,moderate,0,2235,19,80.4,2607.0,commercial,292.3,15.1,37.1,9.98,45,75,0.6
EPA-00794,EPA_DWINS_Pattern,0,2023,cast_iron,16,1158.4,clay,moderately_corrosive,77.6,5.18,9.4,64.7,light,0,3221,18,81.5,3952.0,industrial,303.0,52.3,15.1,9.84,1,100,0.01
SYR-0024,Syracuse_Real_Data,1,1935,pvc,4,1047.5,silt,mildly_corrosive,45.1,6.14,7.7,64.8,light,1,3308,12,51.1,4643.0,commercial,129.7,36.4,64.1,5.91,89,75,1.1866666666666668
EPA-02351,EPA_DWINS_Pattern,0,1947,cast_iron,16,450.8,peat,non_corrosive,69.1,7.28,6.3,73.2,none,0,3264,12,87.7,14146.0,industrial,115.7,53.7,13.4,3.86,77,100,0.77
EPA-02624,EPA_DWINS_Pattern,0,1962,ductile_iron,6,553.3,clay,highly_corrosive,12.6,6.39,9.0,66.9,light,0,282,12,67.8,8559.0,commercial,13.9,62.7,56.7,4.77,62,100,0.62
EPA-00732,EPA_DWINS_Pattern,0,1964,hdpe,16,749.1,clay,highly_corrosive,76.1,7.89,9.3,64.8,heavy,2,1575,27,88.7,4129.0,residential,115.4,33.9,20.1,2.65,60,50,1.2
EPA-00085,EPA_DWINS_Pattern,0,1966,hdpe,10,68.1,silt,corrosive,29.5,7.44,7.8,59.6,none,0,1843,14,92.4,3302.0,mixed,84.4,50.7,53.1,7.73,58,50,1.16
EPA-02992,EPA_DWINS_Pattern,0,1989,clay,4,863.9,loam,mildly_corrosive,81.6,4.65,5.2,31.4,moderate,0,2836,27,51.1,7879.0,residential,334.8,39.6,39.3,5.03,35,60,0.5833333333333334
EPA-01666,EPA_DWINS_Pattern,0,1992,steel,20,55.4,clay,corrosive,25.8,7.87,8.2,85.5,none,0,2073,10,69.2,3097.0,commercial,30.1,74.6,37.2,5.57,32,70,0.45714285714285713
EPA-01379,EPA_DWINS_Pattern,0,1958,ductile_iron,8,1151.8,sandy,corrosive,77.2,6.12,7.5,72.6,moderate,0,1734,11,95.2,1297.0,commercial,484.5,77.6,69.9,0.45,66,100,0.66
EPA-00273,EPA_DWINS_Pattern,0,1977,copper,24,1422.9,sandy,non_corrosive,21.4,6.99,10.0,63.6,light,1,1960,11,56.4,9397.0,commercial,460.8,57.3,69.8,0.85,47,80,0.5875
SYR-0306,Syracuse_Real_Data,1,1968,hdpe,20,1146.2,sandy,non_corrosive,66.4,5.08,8.5,49.0,light,0,2182,11,87.2,10058.0,commercial,164.6,36.7,13.3,2.15,56,50,1.12
EPA-01903,EPA_DWINS_Pattern,0,1985,steel,6,1402.4,gravel,mildly_corrosive,76.2,6.12,7.0,110.2,moderate,0,2214,11,66.2,1205.0,commercial,456.8,76.4,63.8,4.38,39,70,0.5571428571428572
EPA-01762,EPA_DWINS_Pattern,0,1956,concrete,12,50.0,silt,corrosive,42.8,8.09,2.2,51.4,light,0,2688,20,75.5,7632.0,commercial,244.5,33.5,10.3,4.38,68,75,0.9066666666666666
SYR-0599,Syracuse_Real_Data,1,1922,galvanized_steel,8,165.9,silt,moderately_corrosive,30.8,8.63,3.7,112.9,light,4,1478,28,95.2,8619.0,commercial,431.2,47.1,46.1,8.49,102,50,2.04
EPA-02880,EPA_DWINS_Pattern,0,1995,clay,12,1412.0,clay,corrosive,39.3,8.69,5.4,49.6,moderate,0,2136,9,81.6,9566.0,commercial,347.3,75.8,59.2,7.8,29,60,0.48333333333333334
SYR-0872,Syracuse_Real_Data,1,1984,pvc,12,1615.7,sandy,mildly_corrosive,35.2,7.5,8.0,117.4,heavy,1,466,10,71.7,222.0,residential,55.5,52.6,29.3,6.34,40,75,0.5333333333333333
EPA-01546,EPA_DWINS_Pattern,0,1953,copper,8,1449.5,sandy,mildly_corrosive,63.8,4.39,9.9,67.8,moderate,2,1866,10,84.9,11931.0,industrial,359.5,38.1,52.1,0.31,71,80,0.8875
EPA-01122,EPA_DWINS_Pattern,0,1923,pvc,16,1342.9,gravel,corrosive,13.8,6.21,11.6,77.9,moderate,2,1385,8,61.1,7975.0,mixed,323.5,12.2,46.3,5.51,101,75,1.3466666666666667
EPA-00361,EPA_DWINS_Pattern,0,1973,steel,8,1429.4,peat,non_corrosive,13.5,4.97,8.0,56.9,moderate,1,72,2,50.6,6247.0,residential,404.9,65.3,37.6,9.85,51,70,0.7285714285714285
EPA-00937,EPA_DWINS_Pattern,0,1966,ductile_iron,24,1492.2,sandy,moderately_corrosive,34.5,7.49,9.3,114.5,moderate,0,778,2,80.9,6647.0,residential,385.2,16.1,61.1,4.99,58,100,0.58
EPA-01759,EPA_DWINS_Pattern,0,1966,pvc,24,1462.5,peat,mildly_corrosive,33.5,4.81,8.2,55.4,moderate,4,3540,4,93.1,6850.0,mixed,368.9,16.3,51.0,5.52,58,75,0.7733333333333333
EPA-02645,EPA_DWINS_Pattern,0,1949,steel,6,1489.1,clay,highly_corrosive,25.1,8.89,6.3,95.7,moderate,0,2017,6,85.0,12781.0,residential,326.4,25.9,57.7,0.47,75,70,1.0714285714285714
EPA-00540,EPA_DWINS_Pattern,0,2002,cast_iron,16,194.3,sandy,moderately_corrosive,70.9,4.97,8.1,31.8,moderate,1,167,20,76.0,10347.0,commercial,430.5,54.1,14.6,2.62,22,100,0.22
EPA-01211,EPA_DWINS_Pattern,0,1947,cast_iron,24,173.4,silt,highly_corrosive,12.0,4.26,6.0,80.3,moderate,1,3235,5,57.2,4362.0,commercial,391.7,72.5,22.4,6.06,77,100,0.77
EPA-00053,EPA_DWINS_Pattern,0,1942,concrete,6,754.2,sandy,mildly_corrosive,88.6,8.22,6.5,96.7,light,2,465,10,54.2,287.0,commercial,370.6,10.6,46.0,8.65,82,75,1.0933333333333333
EPA-00567,EPA_DWINS_Pattern,0,1942,steel,16,1078.8,peat,highly_corrosive,74.4,5.01,11.1,72.4,none,1,2290,15,64.0,5712.0,residential,70.1,57.5,59.5,7.61,82,70,1.1714285714285715
EPA-02247,EPA_DWINS_Pattern,0,1982,hdpe,24,1537.1,clay,moderately_corrosive,44.3,4.12,7.6,87.9,moderate,0,183,4,98.2,2926.0,industrial,486.4,46.5,56.3,8.36,42,50,0.84
EPA-00927,EPA_DWINS_Pattern,0,2006,copper,6,702.7,silt,mildly_corrosive,83.0,6.74,3.0,99.1,moderate,1,3057,15,73.1,9143.0,commercial,439.2,53.5,38.1,7.92,18,80,0.225
EPA-01024,EPA_DWINS_Pattern,0,1978,hdpe,12,586.5,clay,mildly_corrosive,62.5,8.85,7.2,75.0,moderate,1,2296,28,90.2,9648.0,commercial,272.4,58.3,59.2,6.26,46,50,0.92
SYR-0409,Syracuse_Real_Data,1,1986,galvanized_steel,20,1573.8,clay,mildly_corrosive,58.5,5.34,11.5,49.6,light,6,3128,2,50.6,4907.0,commercial,451.0,56.1,63.2,5.32,38,50,0.76
SYR-0100,Syracuse_Real_Data,1,1926,cast_iron,8,536.2,sandy,mildly_corrosive,36.6,6.04,3.0,65.7,moderate,0,1125,10,73.6,12959.0,mixed,273.7,68.1,45.6,3.58,98,100,0.98
EPA-00212,EPA_DWINS_Pattern,0,1972,ductile_iron,6,1650.6,peat,mildly_corrosive,66.4,5.19,11.7,95.8,heavy,2,3262,4,62.3,14734.0,industrial,279.6,17.6,19.0,8.09,52,100,0.52
EPA-00433,EPA_DWINS_Pattern,0,2005,steel,10,395.4,loam,mildly_corrosive,21.9,6.79,11.9,54.4,none,2,3265,7,97.6,7102.0,residential,422.8,25.6,46.3,4.35,19,70,0.2714285714285714
SYR-0316,Syracuse_Real_Data,1,1975,steel,8,751.0,loam,moderately_corrosive,54.6,5.61,7.6,86.9,moderate,1,1759,25,59.9,7140.0,residential,199.6,69.1,28.8,5.4,49,70,0.7
EPA-00174,EPA_DWINS_Pattern,0,1927,cast_iron,16,832.1,clay,highly_corrosive,19.9,6.96,5.3,43.3,light,0,2175,16,52.5,1268.0,residential,362.6,15.0,31.5,9.99,97,100,0.97
EPA-00236,EPA_DWINS_Pattern,0,1983,concrete,8,634.0,clay,moderately_corrosive,47.8,6.39,2.1,113.7,moderate,0,1392,11,58.1,13188.0,mixed,403.6,78.6,63.6,2.83,41,75,0.5466666666666666
EPA-02160,EPA_DWINS_Pattern,0,1981,ductile_iron,10,56.5,clay,highly_corrosive,62.4,8.64,2.2,84.3,light,0,2859,25,53.2,2235.0,residential,450.6,41.8,69.1,4.24,43,100,0.43
EPA-01733,EPA_DWINS_Pattern,0,1968,hdpe,24,509.2,gravel,moderately_corrosive,23.2,7.35,5.9,72.1,moderate,1,2351,27,65.8,9464.0,industrial,316.9,34.7,52.6,0.81,56,50,1.12
