Education_Sector,Entity_Type,SCHOOL_NO,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Catholic,2,1762,St Elizabeth's School,Primary,O,111 Bakers Road,,DANDENONG NORTH,VIC,3175,111 Bakers Road,,DANDENONG NORTH,VIC,3175,03 9795 5258,267,Greater Dandenong (C),145.198878,-37.946321
Catholic,2,1763,St Joseph the Worker School,Primary,O,79 Wilson Boulevard,,RESERVOIR NORTH,VIC,3073,79 Wilson Boulevard,,RESERVOIR NORTH,VIC,3073,03 9469 7800,189,Darebin (C),144.99292,-37.702216
Catholic,2,1764,Resurrection School,Primary,O,51 Gum Road,,KINGS PARK,VIC,3021,51 Gum Road,,KINGS PARK,VIC,3021,03 8312 6312,118,Brimbank (C),144.775394,-37.736301
Catholic,2,1765,Catholic Regional College,Secondary,O,10 Theodore Street,,ST ALBANS,VIC,3021,PO Box 252,,ST ALBANS,VIC,3021,03 9366 2544,118,Brimbank (C),144.799086,-37.738892
Catholic,2,1766,St Francis Xavier College,Secondary,O,4 Beaconsfield Avenue,,BEACONSFIELD,VIC,3807,PO Box 85,,BEACONSFIELD,VIC,3807,03 9707 3111,145,Cardinia (S),145.373106,-38.052002
Independent,2,1767,Holy Trinity Lutheran College,Pri/Sec,O,Trinity Drive,,HORSHAM,VIC,3400,PO Box 822,,HORSHAM,VIC,3402,03 5382 2529,319,Horsham (RC),142.217749,-36.708181
Independent,2,1770,North-Eastern Montessori School,Primary,O,315 Aqueduct Rd,,ST HELENA,VIC,3088,315 Aqueduct Rd,,ST HELENA,VIC,3088,03 9438 3202,66,Banyule (C),145.137091,-37.68407
Independent,2,1771,Waverley Christian College,Pri/Sec,O,1248 High Street Road,,WANTIRNA SOUTH,VIC,3152,PO Box 395,,VERMONT,VIC,3133,03 9871 8600,367,Knox (C),145.215299,-37.880135
Independent,2,1773,The King David School,Pri/Sec,O,517-519 Orrong Road,,ARMADALE,VIC,3143,PO Box 286,,MALVERN,VIC,3144,03 9529 5277,635,Stonnington (C),145.010495,-37.858226
Independent,2,1775,Westbourne Grammar School,Pri/Sec,O,300 Sayers Rd,,TRUGANINA,VIC,3029,Post Office Box 37,,WERRIBEE,VIC,3030,03 9731 9444,726,Wyndham (C),144.724898,-37.850843
Catholic,2,1778,Nazareth School,Primary,O,14-16 Griffith Street,,GROVEDALE,VIC,3216,14-16 Griffith Street,,GROVEDALE,VIC,3216,03 5243 0502,275,Greater Geelong (C),144.330112,-38.202516
Catholic,2,1779,St Augustine's Primary School,Primary,O,Augustine's Way,,KEILOR,VIC,3036,Augustine's Way,,KEILOR,VIC,3036,03 9336 4294,118,Brimbank (C),144.820517,-37.710633
Catholic,2,1780,St Anthony's School,Primary,O,Wilson Road,,MELTON SOUTH,VIC,3338,PO Box 2312,,MELTON SOUTH,VIC,3338,03 8099 7800,465,Melton (C),144.572897,-37.709657
Catholic,2,1781,St Thomas the Apostle School,Primary,O,251 Diamond Creek Road,,GREENSBOROUGH NORTH,VIC,3088,251 Diamond Creek Road,,GREENSBOROUGH NORTH,VIC,3088,03 9434 4565,571,Nillumbik (S),145.1191059,-37.68218852
Catholic,2,1782,St Luke's School,Primary,O,25 Stokes Road,,WANTIRNA,VIC,3152,25 Stokes Road,,WANTIRNA,VIC,3152,03 9801 6917,367,Knox (C),145.235066,-37.853378
Catholic,2,1784,St Peter's School,Primary,O,2A Killeen Street,,SUNSHINE SOUTH WEST,VIC,3020,2A Killeen Street,,SUNSHINE SOUTH WEST,VIC,3020,03 8312 6900,118,Brimbank (C),144.819619,-37.800283
Independent,2,1787,Northside Christian College,Pri/Sec,O,31 McLeans Rd,,BUNDOORA,VIC,3083,31 McLeans Rd,,BUNDOORA,VIC,3083,03 9467 2499,707,Whittlesea (C),145.0546707,-37.69501422
Independent,2,1788,St John's College Preston,Pri/Sec,O,21 Railway Place West,,PRESTON,VIC,3072,21 Railway Place West,,PRESTON,VIC,3072,03 9480 5300,189,Darebin (C),144.998743,-37.747246
Independent,2,1789,Good Shepherd Lutheran Primary School,Primary,O,53-57 Plymouth Rd,,CROYDON HILLS,VIC,3136,53-57 Plymouth Rd,,CROYDON HILLS,VIC,3136,03 9725 8255,441,Maroondah (C),145.268615,-37.782683
Independent,2,1792,Oxley Christian College,Pri/Sec,O,15 - 49 Old Melbourne Rd,,CHIRNSIDE PARK,VIC,3116,PO Box 553,,LILYDALE,VIC,3140,03 9727 9900,745,Yarra Ranges (S),145.30513,-37.763573
Independent,2,1793,Olivet Christian College,Pri/Sec,O,89 Main Rd,,CAMPBELLS CREEK,VIC,3451,89 Main Rd,,CAMPBELLS CREEK,VIC,3451,03 5472 3817,543,Mount Alexander (S),144.205424,-37.088492
Independent,2,1794,Covenant College,Pri/Sec,O,105 Creamery Road,,BELL POST HILL,VIC,3215,Creamery Road Mail Centre,,GEELONG,VIC,3221,03 5278 5122,275,Greater Geelong (C),144.317997,-38.09719
Independent,2,1795,Mountain District Christian School,Pri/Sec,O,325 Macclesfield Road,,MONBULK,VIC,3793,PO Box 483,,MONBULK,VIC,3793,03 9756 7244,745,Yarra Ranges (S),145.4527149,-37.85664819
Catholic,2,1800,Catholic College Wodonga,Secondary,O,1 Bowman Court,,WODONGA,VIC,3690,PO Box 591,,WODONGA,VIC,3689,02 6043 5500,717,Wodonga (C),146.8623901,-36.12961895
Catholic,2,1801,Caroline Chisholm Catholic College,Secondary,O,204 Churchill Avenue,,BRAYBROOK,VIC,3019,204 Churchill Avenue,,BRAYBROOK,VIC,3019,03 9296 5311,433,Maribyrnong (C),144.8501,-37.785858
Catholic,2,1803,St Thomas More School,Primary,O,Cuthbert's Road,,ALFREDTON,VIC,3350,PO Box 230w,,BALLARAT WEST,VIC,3350,03 5334 2244,57,Ballarat (C),143.79995,-37.553494
Catholic,2,1804,St Mary's School,Primary,O,58 Clegg Road,,MOUNT EVELYN,VIC,3796,PO Box 317,,MOUNT EVELYN,VIC,3796,03 9736 2219,745,Yarra Ranges (S),145.395858,-37.790516
Catholic,2,1805,St Anne's School,Primary,O,60 Knees Road,,PARK ORCHARDS,VIC,3114,60 Knees Road,,PARK ORCHARDS,VIC,3114,03 9876 1533,421,Manningham (C),145.218594,-37.773303
Catholic,2,1806,St Gabriel's School,Primary,O,30-50 Rangeview Drive,,TRARALGON WEST,VIC,3844,30-50 Rangeview Drive,,TRARALGON WEST,VIC,3844,03 5174 5515,381,Latrobe (C),146.511052,-38.187649
Catholic,2,1807,Our Lady's School,Primary,O,169-171 Craigieburn Road West,,CRAIGIEBURN,VIC,3064,169-171 Craigieburn Road West,,CRAIGIEBURN,VIC,3064,03 9308 2011,327,Hume (C),144.931372,-37.598603
Catholic,2,1808,St Augustine's School,Primary,O,80 Golf Links Road,,FRANKSTON SOUTH,VIC,3199,80 Golf Links Road,,FRANKSTON SOUTH,VIC,3199,03 9781 3007,217,Frankston (C),145.145871,-38.172048
Catholic,2,1809,St Francis of Assisi School,Primary,O,290-312 Childs Road,,MILL PARK,VIC,3082,290-312 Childs Road,,MILL PARK,VIC,3082,03 9407 3100,707,Whittlesea (C),145.0589142,-37.66499475
Catholic,2,1810,Loyola College,Secondary,O,325 Grimshaw Street,,WATSONIA,VIC,3087,325 Grimshaw Street,,WATSONIA,VIC,3087,03 9434 4466,66,Banyule (C),145.08073,-37.703396
Catholic,2,1811,Catholic Regional College,Secondary,O,109-141 Bulman's Road,,MELTON,VIC,3337,PO Box 530,,MELTON,VIC,3337,03 8099 6000,465,Melton (C),144.550411,-37.677246
Independent,2,1812,Newhaven College,Pri/Sec,O,1770 Phillip Island Road,,RHYLL,VIC,3923,1770 Phillip Island Road,,RHYLL,VIC,3923,03 5956 7505,74,Bass Coast (S),145.272323,-38.488343
Independent,2,1813,St John's Lutheran School,Primary,O,43-55 Trangmar Street,,PORTLAND,VIC,3305,43-55 Trangmar Street,,PORTLAND,VIC,3305,03 5523 3833,241,Glenelg (S),141.589841,-38.356786
Independent,2,1814,Christian College Geelong,Pri/Sec,O,18 Burdekin Road,,HIGHTON,VIC,3216,18 Burdekin Road,,HIGHTON,VIC,3216,03 5241 1899,275,Greater Geelong (C),144.313073,-38.185241
Independent,2,1816,Billanook College,Pri/Sec,O,197-199 Cardigan Road,,MOOROOLBARK,VIC,3138,197-199 Cardigan Road,,MOOROOLBARK,VIC,3138,03 9725 5388,745,Yarra Ranges (S),145.3388701,-37.78785168
Independent,2,1819,Fitzroy Community School,Primary,O,597 Brunswick Street,,FITZROY NORTH,VIC,3068,597 Brunswick Street,,FITZROY NORTH,VIC,3068,03 9489 5700,735,Yarra (C),144.97981,-37.789173
Catholic,2,1820,St Paul Apostle South School,Primary,O,9 William Hovell Drive,,ENDEAVOUR HILLS,VIC,3802,9 William Hovell Drive,,ENDEAVOUR HILLS,VIC,3802,03 9700 3663,161,Casey (C),145.257929,-37.980524
Catholic,2,1821,St Andrew's School,Primary,O,96 Bunney Road,,CLAYTON SOUTH,VIC,3169,96 Bunney Road,,CLAYTON SOUTH,VIC,3169,03 9551 5094,343,Kingston (C),145.107195,-37.93489
Catholic,2,1822,St Thomas More's School,Primary,O,313 Canadian Bay Road,,MOUNT ELIZA,VIC,3930,PO Box 240,,MOUNT ELIZA,VIC,3930,03 9787 7788,534,Mornington Peninsula (S),145.101137,-38.197726
Catholic,2,1823,St Francis' School,Primary,O,Chapel Street,,NATHALIA,VIC,3638,PO Box 66,,NATHALIA,VIC,3638,03 5866 2271,490,Moira (S),145.207742,-36.058596
Independent,2,1824,Creek Street Christian College,Pri/Sec,O,91 Creek Street,,BENDIGO,VIC,3550,91 Creek Street,,BENDIGO,VIC,3550,03 5442 1722,262,Greater Bendigo (C),144.271576,-36.765532
Independent,2,1825,Good Shepherd College,Pri/Sec,O,297 Mount Napier Road,,HAMILTON,VIC,3300,297 Mount Napier Road,,HAMILTON,VIC,3300,03 5571 2595,626,Southern Grampians (S),142.041488,-37.770832
Independent,2,1826,Plenty Valley Christian College,Pri/Sec,O,840 Yan Yean Road,,DOREEN,VIC,3754,840 Yan Yean Road,,DOREEN,VIC,3754,03 9717 7400,571,Nillumbik (S),145.138791,-37.613463
Catholic,2,1829,St James the Apostle School,Primary,O,330 Derrimut Road,,HOPPERS CROSSING NORTH,VIC,3029,330 Derrimut Road,,HOPPERS CROSSING NORTH,VIC,3029,03 9749 1000,726,Wyndham (C),144.687493,-37.857286
Catholic,2,1830,St Simon's School,Primary,O,2 Taylors Lane,,ROWVILLE,VIC,3178,2 Taylors Lane,,ROWVILLE,VIC,3178,03 9755 4222,367,Knox (C),145.245327,-37.925677
Catholic,2,1831,Queen of Peace Primary School,Primary,O,62 Everingham Road,,ALTONA MEADOWS,VIC,3028,PO Box 1259,,ALTONA MEADOWS,VIC,3028,03 9369 2581,311,Hobsons Bay (C),144.791697,-37.875148
Catholic,2,1832,Don Bosco School,Primary,O,496 Princes Highway,,NARRE WARREN,VIC,3805,496 Princes Highway,,NARRE WARREN,VIC,3805,03 9704 7255,161,Casey (C),145.315012,-38.025966
Catholic,2,1833,Our Lady Star of the Sea School,Primary,O,13-29 John Dory Drive,,OCEAN GROVE,VIC,3226,PO Box 800,,OCEAN GROVE,VIC,3226,03 5255 4308,275,Greater Geelong (C),144.540157,-38.26078
Catholic,2,1834,Catholic Regional College Institute of Training,Secondary,O,380 Sydenham Road,,SYDENHAM,VIC,3037,380 Sydenham Road,,SYDENHAM,VIC,3037,03 9361 0000,118,Brimbank (C),144.771012,-37.699136
Catholic,2,1835,Catholic Regional College North Keilor,Secondary,O,Santa Monica Drive,,KEILOR NORTH,VIC,3036,PO Box 40,,TAYLORS LAKES,VIC,3038,03 9361 5900,118,Brimbank (C),144.805062,-37.699943
Independent,2,1836,Village School,Primary,O,9-13 Holloway Road,,CROYDON NORTH,VIC,3136,PO Box 5101,,WONGA PARK,VIC,3115,03 9726 4766,441,Maroondah (C),145.294493,-37.763749
Independent,2,1837,Bayside Christian College,Pri/Sec,O,120-128 Robinsons Road,,LANGWARRIN SOUTH,VIC,3911,PO Box 37,,FRANKSTON,VIC,3199,03 5971 6700,217,Frankston (C),145.16302,-38.178632
Independent,2,1838,Andale School,Special,O,84 Charles Street,,KEW,VIC,3101,PO Box 2483,,KEW,VIC,3101,03 9853 3911,111,Boroondara (C),145.036044,-37.805513
Independent,2,1839,Trinity Lutheran College,Pri/Sec,O,920 Fifteenth Street,,MILDURA,VIC,3500,920 Fifteenth Street,,MILDURA,VIC,3500,03 5023 7013,478,Mildura (RC),142.128786,-34.201602
Independent,2,1840,Goulburn Valley Grammar School,Pri/Sec,O,455 Verney Road,,SHEPPARTON,VIC,3630,PO Box 757,,SHEPPARTON,VIC,3632,03 5821 8155,283,Greater Shepparton (C),145.415577,-36.327476
Independent,2,1841,The Knox School,Pri/Sec,O,220 Burwood Highway,,WANTIRNA SOUTH,VIC,3152,PO Box 4508,Knox City,WANTIRNA SOUTH,VIC,3152,03 8805 3800,367,Knox (C),145.219198,-37.865467
Independent,2,1846,Heathdale Christian College,Pri/Sec,O,175 Derrimut Rd,,WERRIBEE,VIC,3030,PO Box 1042,Werribee Plaza,WERRIBEE,VIC,3030,03 9749 1522,726,Wyndham (C),144.681332,-37.881318
Independent,2,1848,Hillcrest Christian College,Pri/Sec,O,500 Soldiers Road,,CLYDE NORTH,VIC,3978,500 Soldiers Road,,CLYDE NORTH,VIC,3978,03 9702 2144,161,Casey (C),145.363801,-38.084681
Independent,2,1849,St Paul's Anglican Grammar School,Pri/Sec,O,150 Bowen Street,,WARRAGUL,VIC,3820,150 Bowen Street,,WARRAGUL,VIC,3820,03 5623 5833,83,Baw Baw (S),145.930417,-38.147811
Independent,2,1850,Sunshine Christian School,Primary,O,81 - 83 Westmoreland Road,,SUNSHINE NORTH,VIC,3020,PO Box 322,,SUNSHINE,VIC,3020,03 9312 1253,118,Brimbank (C),144.835864,-37.768396
Independent,2,1852,Frank Dando Sports Academy,Special,O,33 Raymond Street,,ASHWOOD,VIC,3147,33 Raymond Street,,ASHWOOD,VIC,3147,03 9807 2111,497,Monash (C),145.108886,-37.8668
Independent,2,1855,Beaconhills College,Pri/Sec,O,30-34 Toomuc Valley Road,,PAKENHAM,VIC,3810,30-34 Toomuc Valley Road,,PAKENHAM,VIC,3810,1300 002 225,145,Cardinia (S),145.467319,-38.061898
Independent,2,1856,Ghilgai School,Primary,O,295 Liverpool Road,,KILSYTH,VIC,3137,295 Liverpool Road,,KILSYTH,VIC,3137,03 9761 8369,745,Yarra Ranges (S),145.3189311,-37.82913713
Catholic,2,1857,St Bernadette's Catholic Primary School,Primary,O,1264 Mountain Highway,,THE BASIN,VIC,3154,PO Box 106,,THE BASIN,VIC,3154,03 9762 5135,367,Knox (C),145.310841,-37.853904
Catholic,2,1858,St Catherine's School,Primary,O,2 Lascelles Drive,,LALOR WEST,VIC,3075,2 Lascelles Drive,,LALOR WEST,VIC,3075,03 9466 2480,707,Whittlesea (C),145.0032382,-37.66560256
Catholic,2,1859,St Anthony's School,Primary,O,90 Kees Road,,LARA,VIC,3212,PO Box 41,,LARA,VIC,3212,03 5282 1415,275,Greater Geelong (C),144.390582,-38.015191
Catholic,2,1860,St Mary's School,Primary,O,2-20 Fir Street,,WHITTLESEA,VIC,3757,2-20 Fir Street,,WHITTLESEA,VIC,3757,03 9714 9999,707,Whittlesea (C),145.1145373,-37.50906237
Catholic,2,1861,St Charles Borromeo School,Primary,O,230-234 Serpells Road,,TEMPLESTOWE,VIC,3106,PO Box 922,,TEMPLESTOWE,VIC,3106,03 9842 7634,421,Manningham (C),145.153432,-37.767398
Independent,2,1862,River City Christian College,Pri/Sec,O,29 Rose Street,,ECHUCA,VIC,3564,PO Box 2220,,ECHUCA,VIC,3564,03 5482 4594,137,Campaspe (S),144.731759,-36.144815
Independent,2,1864,Belgrave Heights Christian School,Pri/Sec,O,20 Wattle Valley Road,,BELGRAVE HEIGHTS,VIC,3160,20 Wattle Valley Road,,BELGRAVE HEIGHTS,VIC,3160,03 9754 6435,745,Yarra Ranges (S),145.3462292,-37.91890282
Independent,2,1866,Oakleigh Grammar,Pri/Sec,O,77  Willesden Road,,OAKLEIGH,VIC,3166,PO Box 2120,,OAKLEIGH,VIC,3166,03 9569 6128,497,Monash (C),145.082819,-37.895907
Independent,2,1868,Worawa Aboriginal College,Special,O,60 - 80 Barak Lane,,HEALESVILLE,VIC,3777,PO Box 1250,,HEALESVILLE,VIC,3777,03 5962 4344,745,Yarra Ranges (S),145.5092164,-37.68452365
Independent,2,1869,Kerang Christian College,Pri/Sec,O,98 Wyndham Street,,KERANG,VIC,3579,PO Box 180,,KERANG,VIC,3579,03 5450 3894,225,Gannawarra (S),143.913416,-35.730422
Independent,2,1871,St Andrews Christian College,Pri/Sec,O,130 Tyner Road,,WANTIRNA SOUTH,VIC,3152,PO Box 4646,,KNOX CITY CENTRE,VIC,3152,(03) 8847 8300,367,Knox (C),145.244636,-37.873866
Independent,2,1872,Chairo Christian School,Pri/Sec,O,76 Balfour Road,,DROUIN,VIC,3818,PO Box 93,,DROUIN,VIC,3818,03 5625 4600,83,Baw Baw (S),145.877116,-38.142837
Independent,2,1874,Australian International Academy of Education,Pri/Sec,O,653 Sydney Road,,COBURG,VIC,3058,653 Sydney Road,,COBURG,VIC,3058,03 9350 4533,525,Moreland (C),144.966123,-37.736331
Independent,2,1876,Flinders Christian Community College,Pri/Sec,O,155 Mornington - Tyabb Road,,TYABB,VIC,3913,PO Box 45,,TYABB,VIC,3913,03 5973 2000,534,Mornington Peninsula (S),145.167984,-38.262117
Catholic,2,1877,St Mary MacKillop Primary School,Primary,O,152 Odessa Avenue,,KEILOR DOWNS,VIC,3038,152 Odessa Avenue,,KEILOR DOWNS,VIC,3038,03 9367 6199,118,Brimbank (C),144.804346,-37.714625
Catholic,2,1878,St Catherine of Siena School,Primary,O,101 Bulman's Road,,MELTON WEST,VIC,3337,PO Box 208,,MELTON WEST,VIC,3337,03 9743 2166,465,Melton (C),144.5501953,-37.67878271
Catholic,2,1879,St Paul's School,Primary,O,59 Moores Road,,MONBULK,VIC,3793,59 Moores Road,,MONBULK,VIC,3793,03 9756 7201,745,Yarra Ranges (S),145.412057,-37.867995
Catholic,2,1881,Our Lady of Fatima School,Primary,O,16 Hinton Street,,ROSEBUD,VIC,3939,16 Hinton Street,,ROSEBUD,VIC,3939,03 5950 0400,534,Mornington Peninsula (S),144.897536,-38.371333
Catholic,2,1882,St Justin's School,Primary,O,42 Whalley Drive,,WHEELERS HILL,VIC,3150,42 Whalley Drive,,WHEELERS HILL,VIC,3150,03 9561 7644,497,Monash (C),145.190508,-37.917811
Independent,2,1886,Grace Christian College Wodonga,Pri/Sec,O,20 Kinchington Road,,LENEVA,VIC,3691,20 Kinchington Road,,LENEVA,VIC,3691,02 6056 2288,717,Wodonga (C),146.887345,-36.157173
Catholic,2,1891,St Richard's Primary School,Primary,O,672 Mount Dandenong Road,,KILSYTH,VIC,3137,Private Bag 6 Post Office,,KILSYTH,VIC,3137,03 9728 4378,745,Yarra Ranges (S),145.3217417,-37.80656384
Catholic,2,1893,Holy Trinity School,Primary,O,10 Riddell Road,,WANTIRNA SOUTH,VIC,3152,10 Riddell Road,,WANTIRNA SOUTH,VIC,3152,03 9801 8296,367,Knox (C),145.242912,-37.877468
Independent,2,1894,Melton Christian College,Pri/Sec,O,152-156 Brooklyn Road,,MELTON SOUTH,VIC,3338,PO Box 88,,MELTON,VIC,3337,03 9743 8193,465,Melton (C),144.560281,-37.700276
Independent,2,1895,Mansfield Rudolf Steiner School,Pri/Sec,O,91 Highett Street,,MANSFIELD,VIC,3722,PO Box 679,,MANSFIELD,VIC,3724,03 5779 1445,425,Mansfield (S),146.08574,-37.061402
Catholic,2,1897,St Paul Apostle North School,Primary,O,76 Mossgiel Park Drive,,ENDEAVOUR HILLS,VIC,3802,76 Mossgiel Park Drive,,ENDEAVOUR HILLS,VIC,3802,03 9700 6068,161,Casey (C),145.262664,-37.967529
Catholic,2,1898,Corpus Christi School,Primary,O,29  Russell Street,,WERRIBEE,VIC,3030,29  Russell Street,,WERRIBEE,VIC,3030,03 9741 8440,726,Wyndham (C),144.6634428,-37.90994759
Catholic,2,1899,Nazareth College,Secondary,O,Manning Drive,,NOBLE PARK NORTH,VIC,3174,PO Box 1289,,WAVERLEY GARDENS,VIC,3170,03 9795 8100,267,Greater Dandenong (C),145.195459,-37.940226
Catholic,2,1901,St Therese School,Primary,O,50 Grossmans Road,,TORQUAY,VIC,3228,50 Grossmans Road,,TORQUAY,VIC,3228,03 5261 4246,649,Surf Coast (S),144.3118515,-38.32111509
Independent,2,1902,Japanese School of Melbourne,Pri/Sec,O,6 Ellington Street,,CAULFIELD SOUTH,VIC,3162,6 Ellington Street,,CAULFIELD SOUTH,VIC,3162,03 9528 1978,231,Glen Eira (C),145.019402,-37.892445
Catholic,2,1903,Mary MacKillop Catholic Regional College,Secondary,O,115 Horn Street,,LEONGATHA,VIC,3953,Private Bag 7,,LEONGATHA,VIC,3953,03 5662 4255,617,South Gippsland (S),145.963538,-38.466733
Independent,2,1904,King's College,Pri/Sec,O,44 Balmoral Road,,WARRNAMBOOL,VIC,3280,PO Box 681,,WARRNAMBOOL,VIC,3280,03 5562 0147,673,Warrnambool (C),142.506174,-38.362113
Independent,2,1905,Sophia Mundi Steiner School,Pri/Sec,O,1 St Heliers Street,,ABBOTSFORD,VIC,3067,P.O. Box 184,,ABBOTSFORD,VIC,3067,03 9419 9229,735,Yarra (C),145.005225,-37.803664
Independent,2,1906,Al-Taqwa College,Pri/Sec,O,201 Sayers Road,,TRUGANINA,VIC,3029,PO Box 1103,Werribee Plaza,HOPPERS CROSSING,VIC,3029,03 9269 5000,726,Wyndham (C),144.722023,-37.85265
Independent,2,1908,Overnewton Anglican Community College,Pri/Sec,O,2-50 Overnewton Road,,KEILOR,VIC,3036,2-50 Overnewton Road,,KEILOR,VIC,3036,03 9334 0149,118,Brimbank (C),144.82318,-37.706557
Catholic,2,1909,St Joachim's School,Primary,O,25 Broderick Road,,CARRUM DOWNS,VIC,3201,25 Broderick Road,,CARRUM DOWNS,VIC,3201,03 9785 2633,217,Frankston (C),145.178469,-38.103348
Catholic,2,1910,Holy Trinity Primary School,Primary,O,94 Weidlich Road,,ELTHAM NORTH,VIC,3095,94 Weidlich Road,,ELTHAM NORTH,VIC,3095,03 9431 0888,66,Banyule (C),145.135461,-37.698439
Catholic,2,1911,St Carlo Borromeo School,Primary,O,5-9 Drummond Street,,GREENVALE,VIC,3059,5-9 Drummond Street,,GREENVALE,VIC,3059,03 9333 2572,327,Hume (C),144.888635,-37.653642
Independent,2,1914,Little Yarra Steiner School,Pri/Sec,O,205 Little Yarra Road,,YARRA JUNCTION,VIC,3797,PO Box 19,,YARRA JUNCTION,VIC,3797,03 5967 1953,745,Yarra Ranges (S),145.631163,-37.79444291
Catholic,2,1917,St Mary MacKillop College,Secondary,O,53 McCrae Street,,SWAN HILL,VIC,3585,PO Box 971,,SWAN HILL,VIC,3585,03 5032 9771,661,Swan Hill (RC),143.556795,-35.341915
Catholic,2,1918,St Kevin's School,Primary,O,120 Hallam Road,,HAMPTON PARK,VIC,3976,120 Hallam Road,,HAMPTON PARK,VIC,3976,03 9709 8600,161,Casey (C),145.2674,-38.039316
Independent,2,1919,Bacchus Marsh Grammar,Pri/Sec,O,34 South Maddingley Road,,BACCHUS MARSH,VIC,3340,PO Box 214,,BACCHUS MARSH,VIC,3340,03 5366 4800,515,Moorabool (S),144.4315941,-37.69026649
Catholic,2,1920,St Peter's College,Secondary,O,Cranbourne-Frankston Road,,CLYDE NORTH,VIC,3978,PO Box 615,,CRANBOURNE,VIC,3977,03 5990 7777,161,Casey (C),145.256866,-38.108411
Independent,2,1923,Lighthouse Christian College,Pri/Sec,O,927 Springvale Road,,KEYSBOROUGH,VIC,3173,927 Springvale Road,,KEYSBOROUGH,VIC,3173,03 8796 7373,267,Greater Dandenong (C),145.143501,-38.001204
Independent,2,1924,Alphington Grammar School,Pri/Sec,O,12 - 18 Old Heidelberg Road,,ALPHINGTON,VIC,3078,PO Box 5007,,ALPHINGTON,VIC,3078,03 9497 4777,735,Yarra (C),145.036174,-37.780429
Catholic,2,1926,St Therese's School,Primary,O,131 Endeavour Drive,,CRANBOURNE,VIC,3977,PO Box 520,,CRANBOURNE,VIC,3977,03 5996 7525,161,Casey (C),145.267244,-38.07727
Catholic,2,1929,St Ita's School,Primary,O,50 Victoria Street,,DROUIN,VIC,3818,PO Box 183,,DROUIN,VIC,3818,03 5625 4222,83,Baw Baw (S),145.861999,-38.132444
Independent,2,1930,Yarralinda School,Primary,O,4 Birchwood Drive,,MOOROOLBARK,VIC,3138,4 Birchwood Drive,,MOOROOLBARK,VIC,3138,03 9727 3032,745,Yarra Ranges (S),145.3250651,-37.76461019
Catholic,2,1931,Lumen Christi School,Primary,O,111 Whitelaw Avenue,,DELACOMBE,VIC,3356,111 Whitelaw Avenue,,DELACOMBE,VIC,3356,03 5336 2015,57,Ballarat (C),143.817239,-37.580186
Independent,2,1932,Castlemaine Steiner School & Kindergarten,Pri/Sec,O,11 Rilens Rd,,MUCKLEFORD,VIC,3451,PO Box 473,,CASTLEMAINE,VIC,3450,03 5470 6235,543,Mount Alexander (S),144.156687,-37.081883
Independent,2,1933,The Kilmore International School,Pri/Sec,O,40 White Street,,KILMORE,VIC,3764,40 White Street,,KILMORE,VIC,3764,03 5782 2211,485,Mitchell (S),144.953202,-37.301025
Independent,2,1934,St Mary's Coptic Orthodox College,Pri/Sec,O,19-35 Thorpdale Avenue,,COOLAROO,VIC,3048,PO Box 19,,DALLAS,VIC,3048,03 9302 2788,327,Hume (C),144.931212,-37.65583
Independent,2,1935,Mansfield Autism Statewide Services,Special,O,81 Highett Street,,MANSFIELD,VIC,3722,PO Box 715,,MANSFIELD,VIC,3724,03 5775 2876,425,Mansfield (S),146.085858,-37.060799
Independent,2,1936,Minaret College,Pri/Sec,O,36-38 Lewis Street,,SPRINGVALE,VIC,3171,PO Box 264,,SPRINGVALE,VIC,3171,03 9574 0567,267,Greater Dandenong (C),145.148625,-37.93904
Independent,2,1937,Victory Lutheran College,Pri/Sec,O,28 Drage Road,,WODONGA,VIC,3690,PO Box 822,,WODONGA WEST,VIC,3689,02 6057 5859,717,Wodonga (C),146.8452849,-36.11673443
Independent,2,1938,Son Centre Christian College,Primary,O,141a  Aerodrome Road,,SWAN HILL,VIC,3585,PO Box 1803,,SWAN HILL,VIC,3585,03 5032 4199,661,Swan Hill (RC),143.546498,-35.377564
