"Daily Weather Observations for Melbourne (Olympic Park), Victoria for November 2025",,,,,,,,,,,
Prepared at 13:01 UTC on Wednesday 18 March 2026   IDCJDW3033.202511,,,,,,,,,,,
Copyright 2003 Commonwealth Bureau of Meteorology,,,,,,,,,,,
Observations were drawn from Melbourne (Olympic Park) {station 086338},,,,,,,,,,,
,,,,,,,,,,,
,Date,Min temperature (°C),Max temperature (°C),Total Rainfall (mm),Time of maximum  gust,Direction of wind,max wind speed (km/h),max  gust speed(km/h),max pressure (hPa),Max Humidity (%),Min Humidity (%)
,1/12/2018,10.3,31.4,0,18:00,N,30,50,1011.4,94,19
,2/12/2018,12.3,18.9,10.4,3:29,W,37,70,1012,94,37
,3/12/2018,13.4,23.1,0,14:00,NW,30,46,1016.3,78,41
,4/12/2018,13.4,20.1,0,14:30,S,19,28,1021.5,86,50
,5/12/2018,13.4,25.2,0,17:00,SSW,17,28,1021.9,100,52
,6/12/2018,15.2,35.4,0,17:30,NNW,24,37,1018.7,100,23
,7/12/2018,23.2,37.9,0,17:13,N,32,57,1014.7,56,19
,8/12/2018,17.1,30.1,0,19:00,SSW,20,35,1020.9,93,35
,9/12/2018,16.1,19.7,1.2,~12:00,S,15,20,1020,96,71
,10/12/2018,15.2,20.1,0,16:00,SSW,22,32,1020.7,86,60
,11/12/2018,13.1,23.1,0,17:30,SW,17,33,1019.9,94,63
,12/12/2018,16.1,33.2,0.2,20:00,SSW,26,44,1013.6,89,25
,13/12/2018,16.6,21.5,16.2,10:30,S,20,39,1002.2,100,69
,14/12/2018,17,22.3,40,11:40,N,19,20,1006.9,100,67
,15/12/2018,18.4,24.6,1,15:00,NNW,22,37,1006.5,100,45
,16/12/2018,15.9,22.8,3.8,13:30,NNW,28,43,1009.4,100,52
,17/12/2018,15.7,21.5,2,16:50,S,22,30,1016.4,100,69
,18/12/2018,16.7,20.4,0,16:00,SSW,19,28,1018,85,63
,19/12/2018,17.8,26.7,0,14:40,WNW,15,17,1014.9,100,43
,20/12/2018,16.3,20.8,0.2,19:50,S,28,39,1013.4,100,67
,21/12/2018,14.2,20.6,9.8,18:00,S,19,32,1016.1,97,68
,22/12/2018,14.4,18.6,9.8,16:30,SSW,24,35,1022.6,84,49
,23/12/2018,11.5,26.6,0,19:10,SSW,17,26,1022.8,94,31
,24/12/2018,14.5,34,0,14:30,NNW,26,43,1020.1,99,15
,25/12/2018,15.5,23.4,0,16:30,SSW,22,39,1019.7,91,50
,26/12/2018,13.5,23.6,0,18:00,SSW,17,28,1018.8,94,55
,27/12/2018,16.4,37.2,0,19:58,SSW,17,28,1013,99,20
,28/12/2018,22,36.3,0,11:30,NNW,20,33,1009.7,77,21
,29/12/2018,18.6,23.8,1.2,9:25,NE,22,32,1014.2,88,51
,30/12/2018,17.4,21.7,0.8,21:50,SSE,17,24,1016.6,97,59
,31/12/2018,17.6,23.4,0.8,17:00,S,20,32,1014.3,70,56
,1/01/2019,18.6,22.1,0,19:30,S,17,28,1015.4,78,53
,2/01/2019,17.3,20.5,0,20:00,S,17,28,1015.1,75,60
,3/01/2019,20.4,24.4,0,20:00,SW,11,17,1009.6,93,72
,4/01/2019,17.7,20.6,0.2,20:30,S,24,39,1013,80,69
,5/01/2019,17,19.4,1.4,20:00,S,17,28,1018.3,71,49
,6/01/2019,17.8,20.1,0,19:30,SSW,15,32,1021.5,65,56
,7/01/2019,17.8,21.7,0,19:30,SSE,15,22,1015.6,77,56
,8/01/2019,18.7,19.8,0,19:30,S,22,32,1014,67,60
,9/01/2019,16.2,18,0,19:30,S,17,32,1020.2,56,50
,10/01/2019,16.3,20.5,0,19:50,S,17,28,1019.9,65,48
,11/01/2019,21.5,30,0,20:20,E,13,19,1012.8,62,29
,12/01/2019,17,20.4,0,20:00,SSE,17,28,1022.5,64,54
,13/01/2019,20.5,28,0,20:00,SSE,17,28,1015.2,73,42
,14/01/2019,21.7,25.2,0,19:30,SSW,15,24,1012.6,83,71
,15/01/2019,21.3,28.1,0,20:00,N,7,9,1010.2,84,40
,16/01/2019,21.1,23.5,0,21:00,WSW,13,24,1011.7,84,66
,17/01/2019,23.1,30.8,0.2,19:30,NW,6,11,1010.9,75,43
,18/01/2019,19.2,21.1,2,20:00,S,15,30,1017.4,86,57
,19/01/2019,17.4,20.3,0,20:00,S,15,28,1023.4,68,58
,20/01/2019,18.6,21.4,0,20:00,SSW,19,24,1021.2,83,73
,21/01/2019,19.3,22.7,0,20:10,SSW,20,26,1017,86,75
,22/01/2019,20.4,23.9,0,20:00,SSW,15,24,1014.3,82,74
,23/01/2019,19.4,21.6,0,19:30,S,20,28,1016.6,84,67
,24/01/2019,28.8,38,0,20:00,ESE,13,24,1007.5,59,26
,25/01/2019,21.6,25.2,0,19:30,SSW,19,30,1011.7,75,52
,26/01/2019,19.7,23.7,0,22:30,SSW,22,35,1011.4,70,54
,27/01/2019,19.4,22.5,0,19:30,S,19,28,1017.2,70,52
,28/01/2019,20.4,28.9,0,21:30,SSW,19,26,1014.2,75,38
,29/01/2019,19.9,25.2,0,19:40,S,17,30,1012.6,72,50
,30/01/2019,22.7,27.1,6.6,20:30,N,22,39,1003.9,87,50
,31/01/2019,15.9,18,0,19:30,S,20,35,1022.6,50,46
,1/02/2019,18.5,21.2,0,20:00,SSW,13,22,1018.5,62,45
,2/02/2019,23,32.6,0,22:30,W,13,20,1010.8,74,40
,3/02/2019,22.2,24,0,20:00,SSW,13,32,1013.7,66,42
,4/02/2019,17.9,19.9,0,19:30,S,22,32,1019.5,73,69
,5/02/2019,21.7,25.8,0,21:20,ESE,17,24,1014.3,79,65
,6/02/2019,21,22.9,10.8,20:30,W,20,28,1013.7,98,86
,7/02/2019,21.1,26,0,20:30,SSW,15,20,1010.1,87,59
,8/02/2019,17.3,19.8,0,0:00,WSW,15,30,1006.1,68,57
,9/02/2019,15,17.2,4.8,21:10,WSW,17,28,1010.4,59,47
,10/02/2019,17.3,21.6,0,20:00,SSE,11,17,1009,79,55
,11/02/2019,23.1,25.8,0,20:00,N,20,26,998.9,48,38
,12/02/2019,13.7,16.6,2.8,20:00,W,17,30,1005.5,49,35
,13/02/2019,15.1,17.1,0,22:50,W,11,19,1018.2,68,49
,14/02/2019,17.3,20.1,0,22:00,SSE,13,20,1024.1,76,56
,15/02/2019,17.8,21.6,0,21:40,S,13,20,1022.7,80,59
,16/02/2019,18.3,20.5,0,19:30,SSW,17,26,1017.9,80,74
,17/02/2019,20.1,26.2,0,20:00,N,0,7,1008.9,69,41
,18/02/2019,16.3,18.9,0,19:20,S,24,32,1011.7,68,54
,19/02/2019,16.3,17.6,0,21:30,S,13,26,1016,62,56
,20/02/2019,17.4,19.5,0,0:00,S,15,28,1018.3,78,62
,21/02/2019,16,18.2,0,20:00,S,17,26,1023.8,71,62
,22/02/2019,16.6,18.9,0,19:30,S,17,30,1026,74,67
,23/02/2019,18.8,25.8,0,20:30,ESE,15,30,1024.9,64,37
,24/02/2019,20.5,30.5,0,19:30,SE,17,26,1024.1,63,24
,25/02/2019,21.7,32.7,0,19:30,NE,9,15,1020.9,56,16
,26/02/2019,16,18.9,0,20:30,S,15,24,1025.2,75,70
,27/02/2019,19.7,24.3,0.2,19:30,SSW,7,13,1019.4,91,64
,28/02/2019,27.4,35,0,19:20,N,13,15,1018.5,37,24
,1/03/2019,26.6,32.7,0,19:30,NE,13,22,1020.1,43,27
,2/03/2019,28.7,35.9,0,15:00,N,26,41,1020.1,30,20
,3/03/2019,20.1,35.8,0,14:00,NNW,24,43,1021,86,19
,4/03/2019,19.3,24.5,0,17:30,S,19,30,1020.3,69,51
,5/03/2019,19,24.3,0,20:30,SSE,17,24,1011.9,78,57
,6/03/2019,13.1,16.8,2,13:50,W,22,54,1023.1,71,41
,7/03/2019,14.2,21.9,0,18:30,SSE,13,24,1025.4,77,35
,8/03/2019,18.2,26.6,0,20:00,SSE,13,24,1019.9,53,19
,9/03/2019,18.5,23.7,0,19:30,SSW,15,28,1017.3,83,44
,10/03/2019,18.5,20.8,0.2,19:30,WNW,13,24,1013.6,75,57
,11/03/2019,17,19.4,0,21:00,S,11,17,1010.7,75,68
,12/03/2019,13.9,16.4,0,20:00,S,17,30,1018.6,57,50
,13/03/2019,13.7,16.7,0.2,20:00,SSE,13,22,1019.6,68,51
,14/03/2019,14.6,18.9,0,20:00,SSE,15,24,1018.7,81,60
,15/03/2019,16.6,18.9,0,20:30,S,15,24,1022.1,78,67
,16/03/2019,18.4,22.1,0,23:00,N,9,13,1019.4,83,64
,17/03/2019,18.9,20.5,0,22:00,W,9,19,1018.2,92,86
,18/03/2019,19.5,23.9,0,20:00,SE,22,30,1016.9,81,60
,19/03/2019,19.4,20.4,0,21:20,S,13,20,1017.2,93,83
,20/03/2019,20.3,21.1,0,20:30,SSW,13,19,1016.7,96,90
,21/03/2019,19.7,21.7,0,19:30,WSW,9,17,1016.3,93,85
,22/03/2019,20.8,24.6,0,22:00,NE,15,17,1012.8,75,59
,23/03/2019,19.5,20.4,2,20:00,S,15,20,1012.5,80,73
,24/03/2019,24,25.8,0,21:00,NNW,33,56,1001.7,63,52
,25/03/2019,13.2,16.5,0,19:30,W,19,39,1015.2,43,33
,26/03/2019,15.3,16.6,0,20:00,SSE,13,20,1024.8,62,53
,27/03/2019,13.6,19.2,0,20:30,SSE,13,19,1021.3,82,51
,28/03/2019,20.1,25.2,0,20:20,N,11,17,1012.2,34,25
,29/03/2019,12.2,15.7,0.8,20:37,WSW,17,39,1009.8,86,59
,30/03/2019,10.2,12.1,2.2,21:40,W,17,32,1014.9,87,56
,31/03/2019,15.3,15.9,0.2,22:30,SSW,11,20,1023.6,68,54
,1/04/2019,11.4,14.8,0,23:00,SSE,9,15,1028.2,78,61
,2/04/2019,16.1,23.2,0,19:30,N,9,15,1023.9,64,32
,3/04/2019,15.3,17,0,21:40,SSE,15,24,1031.7,81,67
,4/04/2019,15.1,19.1,0,20:00,SW,6,9,1028.3,97,75
,5/04/2019,26.3,27.2,0,0:00,N,30,44,1016.1,36,32
,6/04/2019,14.3,16.7,0,19:30,S,9,15,1022.1,77,71
,7/04/2019,18.3,23.3,0,22:30,WNW,13,22,1014.7,55,34
,8/04/2019,15.3,18.8,1,23:00,W,11,26,1012.7,80,62
,9/04/2019,11.6,13.7,0.8,20:30,SSW,13,24,1026,77,60
,10/04/2019,13.6,14.7,0,21:40,SSE,13,17,1028.7,58,54
,11/04/2019,9.5,13.9,0.2,20:00,SSE,9,15,1027.5,88,61
,12/04/2019,12,16.6,0,22:00,N,0,7,1024.3,83,66
,13/04/2019,16.7,17.6,0,21:40,SSE,13,17,1026.7,83,75
,14/04/2019,13.4,16.4,0,—,N,0,0,1021.9,93,72
,15/04/2019,18.9,23.1,0,19:40,NNE,9,11,1020.7,52,38
,16/04/2019,22.5,26.4,0,20:00,NNE,7,13,1020.2,41,31
,17/04/2019,16.7,27.5,0,21:57,SW,19,44,1023.3,78,30
,18/04/2019,13.4,15.2,0,20:00,SSE,13,28,1029.9,61,55
,19/04/2019,12.3,16,0,20:00,N,0,6,1025.9,98,82
,20/04/2019,18.5,23.5,0,23:40,NNE,13,17,1019.9,53,34
,21/04/2019,15.9,19,0,20:00,SSW,15,30,1024.3,86,71
,22/04/2019,13.2,15.2,0,22:10,SSE,13,15,1028.9,80,61
,23/04/2019,15,16.5,0,22:30,S,7,19,1028.3,79,72
,24/04/2019,13.2,15.4,0,23:30,W,7,13,1024.6,93,79
,25/04/2019,15.4,17.6,0,22:30,W,11,22,1017.9,69,52
,26/04/2019,9.3,11.5,0,19:50,W,19,24,1025.1,68,61
,27/04/2019,14.4,15,0,0:00,WNW,13,26,1026.3,63,57
,28/04/2019,12.4,14.4,0,22:10,W,11,19,1027.4,76,65
,29/04/2019,9.8,13,0,23:30,N,9,15,1022.8,88,70
,30/04/2019,19,20.3,0,0:00,NNE,7,17,1012.1,40,32
,1/05/2019,19.8,20.5,0,22:30,NNE,19,32,1015.8,72,67
,2/05/2019,16.6,18.1,0.2,22:00,N,13,22,1017.7,66,58
,3/05/2019,14.8,16.8,0.2,23:20,NNW,17,20,1016.9,67,47
,4/05/2019,14,14.6,0,21:40,SSW,26,33,1024.9,74,64
,5/05/2019,11.7,14.3,0.2,20:20,S,9,11,1025.7,90,74
,6/05/2019,9.8,12.3,0,20:00,SSE,7,11,1019.9,94,82
,7/05/2019,12.2,16.9,0.4,21:26,NNW,35,57,1009.5,77,51
,8/05/2019,10.9,13.8,0.6,22:50,N,13,15,1017.6,70,62
,9/05/2019,10.7,15.9,0.2,19:50,NNE,24,32,1010.6,90,46
,10/05/2019,11,13.4,8.2,19:30,SSW,26,39,1023.7,69,54
,11/05/2019,13.7,14.5,0,20:20,WNW,17,22,1028.5,80,74
,12/05/2019,14.6,15.8,0,23:30,NNW,13,19,1029.1,69,61
,13/05/2019,13.1,14.6,0,23:00,N,15,20,1027.9,69,58
,14/05/2019,13.1,15.5,0,23:30,N,0,6,1031.5,97,80
,15/05/2019,10.8,13.1,0,23:00,N,0,4,1031.9,82,73
,16/05/2019,8.4,11.3,0,0:00,NNE,2,6,1028.4,95,81
,17/05/2019,9.2,11.1,0,23:00,NNE,11,13,1029.9,93,83
,18/05/2019,9.9,15,0.2,22:00,NNW,9,11,1030.8,93,70
,19/05/2019,13,16.2,0,22:30,N,9,17,1026.1,72,60
,20/05/2019,14.4,16.7,0.4,19:30,N,19,20,1021.8,80,74
,21/05/2019,13.3,15.4,0,19:30,NNW,13,17,1026.5,82,74
,22/05/2019,12.8,16.5,0,20:20,N,13,17,1028.9,80,63
,23/05/2019,17.4,18.6,0,22:30,N,28,43,1022.1,55,46
,24/05/2019,17,18.2,1.6,19:41,N,33,46,1015.6,61,55
,25/05/2019,12.6,13.5,6.6,23:30,W,13,22,1013.5,89,69
,26/05/2019,9.6,13.9,7.8,21:03,WSW,28,50,1009.2,87,65
,27/05/2019,9.3,10.3,0.2,21:00,WNW,13,28,1014.9,70,65
,28/05/2019,11,14,0.2,23:30,NW,19,33,1004,69,49
,29/05/2019,7,7.6,4.2,21:40,W,22,39,1015.8,81,69
,30/05/2019,10.8,11.7,0.4,21:00,W,17,26,1025.3,93,76
,31/05/2019,12.1,13.5,2.4,22:50,SSW,17,28,1031.3,94,76
,1/06/2019,11.6,13.1,0,21:00,SE,7,13,1032.3,82,69
,2/06/2019,8.3,9.9,5.2,0:00,W,7,17,1023.1,92,76
,3/06/2019,9.8,11.4,3.2,19:40,SSW,20,32,1025.8,73,65
,4/06/2019,8.7,11.7,0,22:20,SSE,11,15,1031.6,83,67
,5/06/2019,11,11.7,0,19:40,W,11,24,1033.9,74,64
,6/06/2019,12.7,12.9,0,0:00,WSW,7,13,1038,87,80
,7/06/2019,8.2,9.4,0,22:25,ENE,7,11,1034.3,99,93
,8/06/2019,11,14.5,0,23:30,N,15,19,1025.4,83,68
,9/06/2019,13.9,15.2,2.6,22:00,N,20,28,1018,91,66
,10/06/2019,13,14.8,0,21:00,N,15,24,1020,70,62
,11/06/2019,12.8,14.5,0,22:00,N,15,26,1021.5,71,61
,12/06/2019,12.7,15.6,2.6,21:00,SSW,13,26,1015.6,88,74
,13/06/2019,11.5,12.4,1.6,21:00,WSW,9,15,1018.9,96,92
,14/06/2019,9.9,12.6,2.6,22:40,NW,13,17,1020.8,86,77
,15/06/2019,10.1,11.9,0,22:10,NNE,13,17,1023.3,88,81
,16/06/2019,9.1,10.4,3.2,21:10,NE,11,13,1024.5,99,89
,17/06/2019,9.6,12.1,0,21:10,NNE,11,20,1021.5,85,79
,18/06/2019,7.4,9.4,0.8,22:20,WSW,13,20,1024.4,78,72
,19/06/2019,8,9.6,0,20:30,WNW,9,15,1027.5,86,75
,20/06/2019,7.4,8.7,1.4,23:30,SSW,11,13,1028,88,82
,21/06/2019,7.7,10.3,0,21:50,WSW,9,13,1032.1,92,78
,22/06/2019,5.2,7.2,1.2,22:30,W,7,9,1031.4,99,94
,23/06/2019,6.3,7.4,0,23:00,NNE,9,11,1033.7,100,94
,24/06/2019,5.6,8.8,0,20:30,NNE,13,17,1034.5,97,83
,25/06/2019,7.1,9.9,0,22:00,N,9,13,1035.4,89,83
,26/06/2019,7.8,12.7,0,19:40,N,13,15,1034,88,66
,27/06/2019,11,12.6,0,23:30,NNE,11,20,1030,71,61
,28/06/2019,15.1,15.8,0,21:30,NNE,13,20,1022.2,70,66
,29/06/2019,9.8,11.1,6.4,19:30,NNW,20,33,1012.9,75,65
,30/06/2019,10.4,11.4,0,0:00,N,20,30,1022.7,73,68
,1/07/2019,9.9,11.3,0,21:40,NNW,28,41,1019.3,71,63
,2/07/2019,9,13.3,0,22:50,N,13,15,1027.3,85,70
,3/07/2019,8,10.3,0,21:00,S,9,13,1035.5,96,89
,4/07/2019,5.9,7.4,0,23:38,ENE,7,9,1036.8,100,96
,5/07/2019,8.8,10.8,0,23:00,NNE,6,13,1033.9,94,86
,6/07/2019,9.1,12.8,0.2,23:00,NNE,9,13,1032.3,89,74
,7/07/2019,13.2,13.4,2.8,22:30,N,19,28,1026.4,88,85
,8/07/2019,11,13.2,0.2,19:30,WNW,11,17,1024.5,77,62
,9/07/2019,10.7,12.7,0.2,22:30,N,19,26,1018.6,79,66
,10/07/2019,7.8,13.9,6.4,20:32,N,37,57,1003.4,88,61
,11/07/2019,11.7,12.8,1.6,19:30,NW,15,30,1011,69,61
,12/07/2019,8.5,10.2,4.2,21:30,WNW,20,33,1008.6,64,57
,13/07/2019,7.4,8.3,0.8,21:30,WNW,15,26,1024.3,76,71
,14/07/2019,9.9,11.4,2.6,20:30,W,26,48,1016.9,87,66
,15/07/2019,11.8,13,1.2,20:03,W,13,26,1024.4,97,85
,16/07/2019,11.3,11.8,0,22:30,NW,13,17,1023.6,92,76
,17/07/2019,11,12.3,0.4,21:30,W,13,26,1017.5,81,70
,18/07/2019,10.6,11.8,0.4,21:00,N,26,39,1016.7,83,65
,19/07/2019,9.7,11.3,0,22:30,N,19,24,1022.9,74,68
,20/07/2019,13.2,14.5,0,23:41,N,32,46,1013.1,64,59
,21/07/2019,9.6,12.4,0,21:00,N,17,22,1015.6,73,66
,22/07/2019,13.2,15,0,23:05,N,32,48,1011.6,55,43
,23/07/2019,9,11.1,7.8,21:30,W,19,26,1016.7,88,71
,24/07/2019,10.4,13,0,22:30,N,17,24,1025.9,75,62
,25/07/2019,11.4,13.1,0,22:00,N,20,30,1023.4,77,71
,26/07/2019,10.5,11.5,6.8,22:30,E,7,9,1024.8,100,100
,27/07/2019,9.6,11.1,0,21:50,SW,7,9,1025.5,85,69
,28/07/2019,9.6,11.5,0,20:00,SSW,6,9,1023.7,83,64
,29/07/2019,10.2,10.9,0.6,23:50,SSW,13,15,1026.6,99,87
,30/07/2019,5.2,9.3,0,19:10,SSE,9,11,1032.2,92,65
,31/07/2019,6.5,8.8,0,0:00,SE,6,6,1033.5,94,85
,1/08/2019,10.4,12.2,0,21:30,S,7,13,1034.2,88,68
,2/08/2019,11.6,12.6,0,21:00,WSW,11,24,1033.2,67,59
,3/08/2019,10.2,12.4,1,20:30,SW,11,20,1031.9,100,74
,4/08/2019,10.8,11.5,0,23:30,NNW,11,17,1028.4,82,69
,5/08/2019,10.2,11.7,0,23:30,N,20,30,1023.8,66,62
,6/08/2019,12,12.5,0,21:20,N,24,30,1014.5,64,59
,7/08/2019,9.2,11.7,4.8,22:00,NNW,19,22,1007.4,95,63
,8/08/2019,8.7,10.4,1.6,22:30,NNW,32,46,996.6,88,65
,9/08/2019,6.2,8.9,1,21:00,NW,17,26,1005,70,61
,10/08/2019,7.8,8.7,1.8,0:00,W,17,32,1005.6,76,73
,11/08/2019,9.4,10.2,5,20:11,S,17,32,1019.7,100,93
,12/08/2019,9.5,10.4,0,23:30,WNW,9,20,1026.8,79,67
,13/08/2019,10.3,12.1,0,21:20,W,9,11,1029,88,78
,14/08/2019,8.9,11.2,0,23:30,N,15,20,1025.7,73,59
,15/08/2019,14.3,15.5,0,23:30,N,20,35,1019.5,60,43
,16/08/2019,9,10.6,3.8,19:30,SSW,11,19,1021.8,86,81
,17/08/2019,10.4,13.1,0,23:00,N,13,28,1017.6,72,56
,18/08/2019,7.6,11.2,4,21:50,WNW,26,44,1011.8,74,62
,19/08/2019,8.9,10,0.4,22:30,NW,15,20,1025.6,74,68
,20/08/2019,13,14.5,0,21:30,NW,19,32,1021.7,71,58
,21/08/2019,12.5,13.8,0,0:00,WSW,24,44,1019.1,76,65
,22/08/2019,8.2,10.6,0,19:40,SSW,11,15,1027.8,77,64
,23/08/2019,10.6,12.1,0,0:00,N,22,30,1022,63,57
,24/08/2019,9.3,11.6,1.2,21:00,WSW,19,35,1018.6,85,76
,25/08/2019,7.4,10.2,0,23:00,SW,7,13,1025.6,92,75
,26/08/2019,7.3,9.7,0,—,N,0,0,1026.2,89,76
,27/08/2019,11.1,13.5,0,22:30,NW,13,20,1024.1,60,46
,28/08/2019,7.5,9.7,6.2,23:30,SSE,11,20,1026.9,91,63
,29/08/2019,5.7,9.2,0.2,21:00,S,9,15,1031.8,89,65
,30/08/2019,6.3,8.2,0,23:40,NNE,11,13,1027,95,71
,31/08/2019,12.4,14.5,0,19:30,N,13,20,1020.9,61,53
,1/09/2019,11.5,13.2,2.2,20:10,W,15,19,1020.6,81,67
,2/09/2019,13.1,15.8,0.4,21:00,N,24,39,1019.2,78,55
,3/09/2019,9.6,12.5,0,19:30,WNW,6,6,1017.1,100,93
,4/09/2019,11.4,12.9,3.2,20:00,W,7,13,1017.9,100,80
,5/09/2019,12.8,16,0,20:30,N,11,17,1009.7,91,68
,6/09/2019,10.5,11.3,0.6,20:00,WSW,15,33,1006.9,79,74
,7/09/2019,8.7,9.8,0.6,19:30,W,17,24,1016.4,72,69
,8/09/2019,8.5,10.1,4,22:30,W,15,28,1017.1,75,65
,9/09/2019,8.1,10.7,2.4,21:21,S,17,30,1028.9,98,70
,10/09/2019,7.4,10.5,0,21:00,N,0,6,1031.1,96,72
,11/09/2019,13.7,15.9,0,23:30,N,22,35,1026.4,62,53
,12/09/2019,11.3,12.3,0,19:30,SSW,9,17,1026.2,88,68
,13/09/2019,12.1,17.3,0,20:00,SSW,20,32,1026.7,75,51
,14/09/2019,15.5,17.6,0.2,20:00,N,19,24,1022.8,57,46
,15/09/2019,14.2,15.3,7.4,20:00,N,15,19,1017.3,96,83
,16/09/2019,8.4,9.4,0,23:00,SSE,15,24,1027.5,70,55
,17/09/2019,7.2,10.2,0,19:30,S,9,22,1030.2,87,62
,18/09/2019,10.2,12.1,0,0:00,N,7,13,1026.5,81,69
,19/09/2019,21.1,21.7,0,22:10,N,28,46,1017,51,49
,20/09/2019,22.3,23.4,0,22:30,NNE,20,37,1012.7,46,40
,21/09/2019,10.5,13,4.6,22:30,W,13,28,1020.2,84,68
,22/09/2019,10.5,12.6,0,19:30,N,20,33,1023.9,63,55
,23/09/2019,9.3,11.3,1.4,22:00,W,9,19,1029.4,97,76
,24/09/2019,10.4,13.5,0,20:30,SSW,13,20,1030.1,81,57
,25/09/2019,8.9,12,0,21:00,SSW,6,7,1029.2,94,79
,26/09/2019,13.2,17.5,0,20:00,N,13,20,1022.3,61,49
,27/09/2019,9,11.3,0.2,20:30,SSW,20,32,1022,76,65
,28/09/2019,9.5,10.8,0,21:00,SSE,7,13,1022.9,79,70
,29/09/2019,10.4,12.4,0,21:00,S,15,30,1026.8,72,62
,30/09/2019,7.3,11.6,0,20:00,SSE,13,20,1031.4,77,57
,1/10/2019,10,13.3,0,0:00,N,0,0,1027,93,79
,2/10/2019,16.2,23,0,19:30,NE,4,9,1022.6,59,31
,3/10/2019,13.9,16.2,0,22:10,S,19,24,1022.1,84,76
,4/10/2019,10.5,11.3,1.8,22:30,S,11,17,1025.7,94,87
,5/10/2019,15.7,21.9,0,23:30,N,13,17,1013.1,84,49
,6/10/2019,14.1,15.9,0,22:40,W,15,22,1014.5,83,77
,7/10/2019,11.3,13.8,0.6,22:20,SW,24,28,1014.9,90,63
,8/10/2019,9.4,11.6,4.2,22:30,SSE,20,30,1026.9,88,57
,9/10/2019,11.8,12.4,0.2,21:00,S,17,24,1028.5,76,73
,10/10/2019,9.6,12.7,0,20:30,SSE,11,19,1024.3,88,71
,11/10/2019,11.6,14.6,0,20:00,SE,15,30,1019.4,69,60
,12/10/2019,12,17.1,0,20:30,ESE,13,20,1020.5,76,50
,13/10/2019,16.5,21,0,20:00,NE,15,20,1015.3,54,37
,14/10/2019,14.5,15.6,0,19:30,SSW,17,28,1016.2,81,74
,15/10/2019,14.4,15.4,0,23:30,SSE,13,19,1015.5,75,65
,16/10/2019,12.4,14.3,3.2,23:33,W,9,17,1010.2,91,80
,17/10/2019,11.3,13.6,0.8,23:00,W,13,30,1018,74,62
,18/10/2019,11.5,20.4,0.8,20:00,N,22,52,1014.8,88,32
,19/10/2019,10.8,13.1,0.8,0:00,NW,13,22,1023.1,67,54
,20/10/2019,12.9,14,0,22:30,SW,11,20,1029.8,78,64
,21/10/2019,12.4,13.7,0,22:00,S,9,15,1028.8,84,74
,22/10/2019,11.3,16.8,0,20:00,SW,2,7,1024.3,96,70
,23/10/2019,15.2,25,0.2,19:30,S,9,15,1019.2,64,25
,24/10/2019,26.5,31.8,0,20:30,NNE,15,30,1007.3,24,14
,25/10/2019,15.6,21.1,0.4,20:00,SSW,15,28,1006.7,64,28
,26/10/2019,11.4,13.9,1.2,22:00,W,15,24,1015.9,68,51
,27/10/2019,12.7,14.9,1.4,22:00,S,15,28,1023.1,82,74
,28/10/2019,12,18.8,0,19:30,SW,2,6,1022.3,91,54
,29/10/2019,18.7,26,0,23:30,SSW,9,19,1017.7,60,27
,30/10/2019,15.1,18.9,0,20:30,W,6,13,1014.7,100,78
,31/10/2019,22.7,31.8,0,20:00,NNE,13,22,1011,45,22
,1/11/2019,19.6,32,0,23:50,S,22,30,1005.6,68,22
,2/11/2019,15.9,18.4,12.4,19:30,N,15,28,1013.4,90,81
,3/11/2019,13,13.6,1,19:30,S,15,22,1016.7,93,83
,4/11/2019,8.5,12.7,10.2,20:20,W,17,35,1019.9,94,79
,5/11/2019,13.3,16.5,0,23:30,NNW,11,19,1015.6,76,50
,6/11/2019,14.1,19.2,0,20:00,W,20,41,1004.5,66,32
,7/11/2019,13.6,14.4,5.8,21:20,WNW,20,28,1003.8,87,73
,8/11/2019,7.7,9.7,6.4,22:00,W,15,26,1015.9,80,68
,9/11/2019,11.9,13.6,0.2,22:30,W,24,33,1016.7,80,60
,10/11/2019,13.3,15,0,20:00,S,6,13,1017.5,93,79
,11/11/2019,25.1,28.4,0,22:30,N,22,35,1005,23,18
,12/11/2019,9.5,12.4,1.6,20:30,W,20,35,1016.8,70,58
,13/11/2019,13.2,15.1,0.8,23:00,W,13,30,1018.1,81,75
,14/11/2019,15.2,19.8,0,20:00,W,13,28,1013.1,80,49
,15/11/2019,11.6,15.5,0,19:30,SW,11,30,1018,77,53
,16/11/2019,12.6,14.5,0,20:30,SSW,15,22,1021,73,56
,17/11/2019,10.8,13.5,0,19:30,SSW,13,20,1022.2,78,57
,18/11/2019,13.9,20.8,0,20:00,SSW,15,22,1013.9,84,46
,19/11/2019,11.9,15.7,0,19:30,SSW,13,20,1017.8,83,73
,20/11/2019,27.4,33.3,0,19:30,N,17,22,1007.3,23,14
,21/11/2019,14.9,17.7,0,23:20,SSE,19,28,1015.9,79,71
,22/11/2019,13.3,15.8,0,21:00,SSE,13,20,1019.4,68,60
,23/11/2019,14.4,15.9,0,20:00,SSE,15,32,1021.9,71,65
,24/11/2019,13.9,19.6,0,20:00,S,13,26,1014.3,87,55
,25/11/2019,22.1,25.2,0,21:40,NNW,28,35,1004.7,34,28
,26/11/2019,11.4,14,0,19:30,S,22,37,1018.1,60,50
