ServiceName,ServiceType,Address,Suburb,State,Postcode,Phone,full_address,Latitude,Longitude
Altona Kindergarten,Centre-Based Care,89 Blyth Street,ALTONA,VIC,3018,393982839,"89 Blyth Street, ALTONA, VIC, 3018, Australia",-37.8677089,144.8257831
Somers Parade Kindergarten,Centre-Based Care,4 Somers Parade,ALTONA,VIC,3018,393981526,"4 Somers Parade, ALTONA, VIC, 3018, Australia",-37.8714742,144.8087704
Narre Warren North Kindergarten,Centre-Based Care,8 Winters Lane,NARRE WARREN,VIC,3805,397968259,"8 Winters Lane, NARRE WARREN, VIC, 3805, Australia",-37.9795486,145.3162315
Fountain Gate Kindergarten,Centre-Based Care,12 Sylvanwood Crescent,NARRE WARREN,VIC,3805,397032768,"12 Sylvanwood Crescent, NARRE WARREN, VIC, 3805, Australia",-38.0073345,145.2942065
Chalcot Lodge Kindergarten,Centre-Based Care,26 Haverstock Hill Close,ENDEAVOUR HILLS,VIC,3802,397002678,"26 Haverstock Hill Close, ENDEAVOUR HILLS, VIC, 3802, Australia",-37.9704549,145.2491529
Hartley Ridge Kindergarten,Centre-Based Care,36 Singleton Drive,ENDEAVOUR HILLS,VIC,3802,397005908,"36 Singleton Drive, ENDEAVOUR HILLS, VIC, 3802, Australia",-37.9810762,145.2699995
Allara Kindergarten,Centre-Based Care,15-17 Gleneagles Drive,ENDEAVOUR HILLS,VIC,3802,397005766,"15-17 Gleneagles Drive, ENDEAVOUR HILLS, VIC, 3802, Australia",-37.9678054,145.2683288
HAPPY KIDZ CHILD CARE & EARLY LEARNING CENTRE,Centre-Based Care,413-415 Princes Hwy,NARRE WARREN,VIC,3805,387532818,"413-415 Princes Hwy, NARRE WARREN, VIC, 3805, Australia",-38.021863,145.2995879
Maramba Kindergarten,Centre-Based Care,2-8 Josephine Ave,NARRE WARREN,VIC,3805,397049305,"2-8 Josephine Ave, NARRE WARREN, VIC, 3805, Australia",-38.0043807,145.3038788
Reema Kindergarten,Centre-Based Care,42 Reema Boulevard,ENDEAVOUR HILLS,VIC,3802,397061956,"42 Reema Boulevard, ENDEAVOUR HILLS, VIC, 3802, Australia",-37.9717883,145.2732512
Oatlands Kindergarten,Centre-Based Care,19-23 Rozzy Pde,NARRE WARREN,VIC,3805,397966596,"19-23 Rozzy Pde, NARRE WARREN, VIC, 3805, Australia",-38.0058731,145.3159202
Montessori Beginnings Greenvale,Centre-Based Care,985c Mickleham Rd,GREENVALE,VIC,3059,370187533,"985c Mickleham Rd, GREENVALE, VIC, 3059, Australia",-37.6151643,144.8857688
Amiga Montessori Burwood,Centre-Based Care,1 Sparks Ave,BURWOOD,VIC,3125,370363389,"1 Sparks Ave, BURWOOD, VIC, 3125, Australia",-37.8567206,145.1256959
Goodstart Early Learning Melbourne,Centre-Based Care,La Trobe Street,MELBOURNE,VIC,3000,03 9663 2881,"La Trobe Street, MELBOURNE, VIC, 3000, Australia",-37.8117817,144.9564399
Goodstart Early Learning Melton - High Street,Centre-Based Care,443-445 High St,MELTON,VIC,3337,03 9746 6388,"443-445 High St, MELTON, VIC, 3337, Australia",-37.6840896,144.5761001
Goodstart Early Learning Mont Albert,Centre-Based Care,15 Wellesley Street,MONT ALBERT,VIC,3127,03 9890 8846,"15 Wellesley Street, MONT ALBERT, VIC, 3127, Australia",-37.816124,145.1021218
Goodstart Early Learning Greenvale,Centre-Based Care,2 McNab Way,GREENVALE,VIC,3059,03 9333 3533,"2 McNab Way, GREENVALE, VIC, 3059, Australia",-37.6485825,144.8883039
Goodstart Early Learning Glenroy - Pascoe Vale Road,Centre-Based Care,851-853 Pascoe Vale Rd,GLENROY,VIC,3046,03 9304 2788,"851-853 Pascoe Vale Rd, GLENROY, VIC, 3046, Australia",-37.7027046,144.9151096
Community Kids Haven Greensborough,Centre-Based Care,299 Plenty River Drive,GREENSBOROUGH,VIC,3088,394324033,"299 Plenty River Drive, GREENSBOROUGH, VIC, 3088, Australia",-37.6832699,145.1185659
Goodstart Early Learning Vermont - Canterbury Road North,Centre-Based Care,425-429 Canterbury Rd,VERMONT,VIC,3133,03 9873 8400,"425-429 Canterbury Rd, VERMONT, VIC, 3133, Australia",-37.8365579,145.1896104
Goodstart Early Learning Werribee,Centre-Based Care,39-41 Duncans Rd,WERRIBEE,VIC,3030,03 9749 8088,"39-41 Duncans Rd, WERRIBEE, VIC, 3030, Australia",-37.9038787,144.6658206
Goodstart Early Learning Tarneit,Centre-Based Care,17 David John Drive,TARNEIT,VIC,3029,03 8742 2566,"17 David John Drive, TARNEIT, VIC, 3029, Australia",-37.8500028,144.7068303
Pooh Bear's House,Centre-Based Care,323 Maroondah Highway,CROYDON,VIC,3136,03 9725 0403,"323 Maroondah Highway, CROYDON, VIC, 3136, Australia",-37.7798083,145.2898837
Community Kids Melton Early Education Centre,Centre-Based Care,190 Centenary Ave,MELTON,VIC,3337,397476844,"190 Centenary Ave, MELTON, VIC, 3337, Australia",-37.6759517,144.5947059
Craigieburn Child and Family Centre,Centre-Based Care,24-36 Cleveland Dr,CRAIGIEBURN,VIC,3064,392052712,"24-36 Cleveland Dr, CRAIGIEBURN, VIC, 3064, Australia",-37.578761,144.9254021
Guardian Childcare & Education Moorabbin,Centre-Based Care,488 South Road,MOORABBIN,VIC,3189,395536635,"488 South Road, MOORABBIN, VIC, 3189, Australia",-37.9352558,145.0507129
Kids World Child Care Centre,Centre-Based Care,14-16 Walls Rd,WERRIBEE,VIC,3030,397414525,"14-16 Walls Rd, WERRIBEE, VIC, 3030, Australia",-37.8976946,144.6378318
CHOKLITS CROYDON,Centre-Based Care,374 Maroondah Highway,CROYDON,VIC,3136,397274414,"374 Maroondah Highway, CROYDON, VIC, 3136, Australia",-37.7742524,145.2934168
Goodstart Early Learning Vermont - Canterbury Road South,Centre-Based Care,522-524 Canterbury Rd,VERMONT,VIC,3133,03 9873 8300,"522-524 Canterbury Rd, VERMONT, VIC, 3133, Australia",-37.8368756,145.1879626
Headstart Early Learning Centre Croydon,Centre-Based Care,380 Dorset Rd,CROYDON,VIC,3136,397255515,"380 Dorset Rd, CROYDON, VIC, 3136, Australia",-37.8058145,145.2882258
Jellystar Early Learning Centre,Centre-Based Care,34 Morton Street,CLAYTON,VIC,3168,399895158,"34 Morton Street, CLAYTON, VIC, 3168, Australia",-37.917382,145.1385134
Our Lady of Immaculate Conception OSHC - Extend,Centre-Based Care,32 Station Place,SUNSHINE,VIC,3020,1300366437,"32 Station Place, SUNSHINE, VIC, 3020, Australia",-37.7885407,144.8341673
City Kids Early Learning Centre,Centre-Based Care,216-222 Normanby Rd,SOUTHBANK,VIC,3006,03 9681 7774,"216-222 Normanby Rd, SOUTHBANK, VIC, 3006, Australia",-37.8282319,144.9492638
Guardian Childcare & Education Lemon Tree,Centre-Based Care,2-10 Grattan St,CARLTON,VIC,3053,393474949,"2-10 Grattan St, CARLTON, VIC, 3053, Australia",-37.8007415,144.969539
Story House Early Learning Tarneit,Centre-Based Care,414 Derrimut Road,TARNEIT,VIC,3029,397496300,"414 Derrimut Road, TARNEIT, VIC, 3029, Australia",-37.8154718,144.694269
Werribee Little Learners,Centre-Based Care,85 Princes Highway,WERRIBEE,VIC,3030,03 9974 0002,"85 Princes Highway, WERRIBEE, VIC, 3030, Australia",-37.895889,144.6751693
Craigieburn Global Learning Centre Children's Service,Centre-Based Care,75-95 Central Park Ave,CRAIGIEBURN,VIC,3064,393566148,"75-95 Central Park Ave, CRAIGIEBURN, VIC, 3064, Australia",-37.5901217,144.9093878
Carlisle Park Kindergarten,Centre-Based Care,2-20i Majestic Bvd,CRANBOURNE,VIC,3977,359917243,"2-20i Majestic Bvd, CRANBOURNE, VIC, 3977, Australia",-38.0867291,145.2947791
Hallam Kindergarten,Centre-Based Care,30 Harmer Rd,HALLAM,VIC,3803,397031223,"30 Harmer Rd, HALLAM, VIC, 3803, Australia",-38.0018439,145.2580443
Mother's Choice Family Day Care,Family Day Care,24 Amsterdam Avenue,TARNEIT,VIC,3029,397483402,"24 Amsterdam Avenue, TARNEIT, VIC, 3029, Australia",-37.8420039,144.6618217
Hilton Street Preschool,Centre-Based Care,20 Hilton St,CRAIGIEBURN,VIC,3064,393081562,"20 Hilton St, CRAIGIEBURN, VIC, 3064, Australia",-37.5948095,144.9396403
NiÃ±o Early Learning Adventures - Chadstone,Centre-Based Care,11-15 Chadstone Rd,MALVERN EAST,VIC,3145,03 9086 4800,"11-15 Chadstone Rd, MALVERN EAST, VIC, 3145, Australia",-37.8855843,145.0782575
LA GRANDE RECRE,Centre-Based Care,1003 Nepean Hwy,MOORABBIN,VIC,3189,490488411,"1003 Nepean Hwy, MOORABBIN, VIC, 3189, Australia",-37.9359686,145.0373662
Amiga Montessori Alamanda,Centre-Based Care,7 ADELPHI BVD,POINT COOK,VIC,3030,390884186,"7 ADELPHI BVD, POINT COOK, VIC, 3030, Australia",-37.8991898,144.7393947
CRANBOURNE ONE EARLY EDUCATION GROUP,Centre-Based Care,2-20 Elmslie Drive,CRANBOURNE,VIC,3977,390881889,"2-20 Elmslie Drive, CRANBOURNE, VIC, 3977, Australia",-38.1196593,145.3061281
Guardian Childcare & Education Croydon,Centre-Based Care,20-22 Croydon Rd,CROYDON,VIC,3136,8393 1780,"20-22 Croydon Rd, CROYDON, VIC, 3136, Australia",-37.7929463,145.2823268
Altona Early Education Centre,Centre-Based Care,40 Sargood St,ALTONA,VIC,3018,393985229,"40 Sargood St, ALTONA, VIC, 3018, Australia",-37.865792,144.8295422
Green Leaves Early Learning Richmond,Centre-Based Care,556 Swan St,RICHMOND,VIC,3121,394283113,"556 Swan St, RICHMOND, VIC, 3121, Australia",-37.8273576,145.0119186
Nido Early School Ferntree Gully,Centre-Based Care,2 Francis Cres,FERNTREE GULLY,VIC,3156,370360354,"2 Francis Cres, FERNTREE GULLY, VIC, 3156, Australia",-37.8811235,145.2938639
TeamKids - Armadale Primary,Centre-Based Care,9-23 Densham Rd,ARMADALE,VIC,3143,1300035000,"9-23 Densham Rd, ARMADALE, VIC, 3143, Australia",-37.852206,145.0173507
Blooming Stars Child Care Centre,Centre-Based Care,47 Renwick Rd,FERNTREE GULLY,VIC,3156,,"47 Renwick Rd, FERNTREE GULLY, VIC, 3156, Australia",-37.883635,145.2671822
Hampton Park Community House,Centre-Based Care,101 Strong Dr,HAMPTON PARK,VIC,3976,387688342,"101 Strong Dr, HAMPTON PARK, VIC, 3976, Australia",-38.0334246,145.2772051
Kool Kidz Preston,Centre-Based Care,59 Plenty Rd,PRESTON,VIC,3072,390411344,"59 Plenty Rd, PRESTON, VIC, 3072, Australia",-37.7496899,145.0030022
Werribee Early Years Family Day Care,Family Day Care,2a Leigh St,WERRIBEE,VIC,3030,03 9734 1075,"2a Leigh St, WERRIBEE, VIC, 3030, Australia",-37.8890476,144.6496023
Coburg West Primary School Out of School Hours Care,Centre-Based Care,185-187 Reynard St,COBURG,VIC,3058,393846306,"185-187 Reynard St, COBURG, VIC, 3058, Australia",-37.7477054,144.9476199
Quantin Binnah Community Centre,Centre-Based Care,61 Thames Boulevard,WERRIBEE,VIC,3030,397425040,"61 Thames Boulevard, WERRIBEE, VIC, 3030, Australia",-37.8774956,144.6583395
Early Years at Phoenix Park,Centre-Based Care,25 Quentin Road,MALVERN EAST,VIC,3145,395699500,"25 Quentin Road, MALVERN EAST, VIC, 3145, Australia",-37.880017,145.0821243
Camp Australia - St Peter's Primary School Clayton OSHC,Centre-Based Care,16 Mary Street,CLAYTON,VIC,3168,450779671,"16 Mary Street, CLAYTON, VIC, 3168, Australia",-37.923128,145.1232217
Camp Australia - Good Shepherd Parish School Wheelers Hill OSHC,Centre-Based Care,30 Academy Avenue,WHEELERS HILL,VIC,3150,428806104,"30 Academy Avenue, WHEELERS HILL, VIC, 3150, Australia",-37.9075801,145.1662827
Donvale Christian College OSHClub,Centre-Based Care,155 Tindals Rd,DONVALE,VIC,3111,408148173,"155 Tindals Rd, DONVALE, VIC, 3111, Australia",-37.7727895,145.1937127
My Stars Essendon,Centre-Based Care,22 Lincoln Road,ESSENDON,VIC,3040,393376490,"22 Lincoln Road, ESSENDON, VIC, 3040, Australia",-37.7541576,144.9085912
Beyond EduCare - St John the Baptist Primary School OSHC,Centre-Based Care,17 Forest Road,FERNTREE GULLY,VIC,3156,478746424,"17 Forest Road, FERNTREE GULLY, VIC, 3156, Australia",-37.8869359,145.2954634
St James School OSHC Vermont,Centre-Based Care,51 Centre Road,VERMONT,VIC,3133,493949124,"51 Centre Road, VERMONT, VIC, 3133, Australia",-37.8363712,145.2093865
Big Childcare - Dorset PS OSHC,Centre-Based Care,Rescorla Ave,CROYDON,VIC,3136,1300273162,"Rescorla Ave, CROYDON, VIC, 3136, Australia",-37.8100026,145.2860059
Carranballac College Boardwalk TheirCare,Centre-Based Care,Foxwood Dr,POINT COOK,VIC,3030,437112955,"Foxwood Dr, POINT COOK, VIC, 3030, Australia",-37.8820637,144.7439129
Precious Stars Family Day Care,Family Day Care,109 Willowgreen Way,POINT COOK,VIC,3030,414910805,"109 Willowgreen Way, POINT COOK, VIC, 3030, Australia",-37.8768105,144.7491517
Kinderclub,Centre-Based Care,35 Crimea Street,ST KILDA,VIC,3182,395103833,"35 Crimea Street, ST KILDA, VIC, 3182, Australia",-37.8602091,144.9876888
Heathdale Christian College Early Learning Centre,Centre-Based Care,175 Derrimut Road,WERRIBEE,VIC,3030,399744827,"175 Derrimut Road, WERRIBEE, VIC, 3030, Australia",-37.8812456,144.6805861
Guardian Childcare & Education Pascoe Vale,Centre-Based Care,188-204 Cumberland Road,PASCOE VALE,VIC,3044,393044090,"188-204 Cumberland Road, PASCOE VALE, VIC, 3044, Australia",-37.7249986,144.9396936
Heidelberg Preschool,Centre-Based Care,4 ORIENT PL,HEIDELBERG,VIC,3084,394572492,"4 ORIENT PL, HEIDELBERG, VIC, 3084, Australia",-37.7572258,145.062723
Clarendon Street Kindergarten,Centre-Based Care,43A Clarendon Street,CRANBOURNE,VIC,3977,359963117,"43A Clarendon Street, CRANBOURNE, VIC, 3977, Australia",-38.1058795,145.2853341
Habib Family Day Care Services Pty Ltd,Family Day Care,469B Ballarat Road,SUNSHINE,VIC,3020,03 9310 2857,"469B Ballarat Road, SUNSHINE, VIC, 3020, Australia",-37.778724,144.843226
St Paul Apostle North & Mossgiel Park OSHC,Centre-Based Care,76 Mossgiel Park Drive,ENDEAVOUR HILLS,VIC,3802,426998325,"76 Mossgiel Park Drive, ENDEAVOUR HILLS, VIC, 3802, Australia",-37.9674453,145.262858
Camp Australia - Hughesdale Primary School OSHC,Centre-Based Care,Brine St,HUGHESDALE,VIC,3166,423940728,"Brine St, HUGHESDALE, VIC, 3166, Australia",-37.9064996,145.0773401
Big Childcare - Hume Anglican OSHC,Centre-Based Care,100 Mount Ridley Road,CRAIGIEBURN,VIC,3064,1300273162,"100 Mount Ridley Road, CRAIGIEBURN, VIC, 3064, Australia",-37.5670312,144.9320836
Camp Australia - Manorvale Primary School OSHC,Centre-Based Care,232-246 Greaves St N,WERRIBEE,VIC,3030,405428328,"232-246 Greaves St N, WERRIBEE, VIC, 3030, Australia",-37.8930682,144.643983
being 3,Centre-Based Care,1 England Road,GLEN WAVERLEY,VIC,3150,385213550,"1 England Road, GLEN WAVERLEY, VIC, 3150, Australia",-37.8939336,145.1455551
Sacred Heart OSHC Kew,Centre-Based Care,116 Cotham Road,KEW,VIC,3101,493947892,"116 Cotham Road, KEW, VIC, 3101, Australia",-37.8080426,145.0374022
Little Blossoms Child Care Centre,Centre-Based Care,80-88 Ballan Rd,WERRIBEE,VIC,3030,397317999,"80-88 Ballan Rd, WERRIBEE, VIC, 3030, Australia",-37.8967267,144.6397675
KU Craigieburn Children's Centre,Centre-Based Care,24-36 Cleveland Dr,CRAIGIEBURN,VIC,3064,392052701,"24-36 Cleveland Dr, CRAIGIEBURN, VIC, 3064, Australia",-37.578761,144.9254021
Journey Early Learning Centre - Werribee,Centre-Based Care,28 Alfred Rd,WERRIBEE,VIC,3030,387466975,"28 Alfred Rd, WERRIBEE, VIC, 3030, Australia",-37.9194032,144.6275999
Middleton Drive Kindergarten,Centre-Based Care,1 Middleton Dr,POINT COOK,VIC,3030,436534578,"1 Middleton Dr, POINT COOK, VIC, 3030, Australia",-37.908624,144.7522372
St Josephâ€™s Primary School OSHC,Centre-Based Care,362 Station St,CHELSEA,VIC,3196,395814847,"362 Station St, CHELSEA, VIC, 3196, Australia",-38.0553123,145.1188704
Creative Play Early Learning Centre Doncaster,Centre-Based Care,522-524 Doncaster Rd,DONCASTER,VIC,3108,398482157,"522-524 Doncaster Rd, DONCASTER, VIC, 3108, Australia",-37.7881711,145.1063433
Amiga Montessori Craigieburn,Centre-Based Care,40 Highlander Dr,CRAIGIEBURN,VIC,3064,352730290,"40 Highlander Dr, CRAIGIEBURN, VIC, 3064, Australia",-37.588791,144.8954015
Children's Montessori Centre,Centre-Based Care,1-9 Hellyer Way,ENDEAVOUR HILLS,VIC,3802,413181697,"1-9 Hellyer Way, ENDEAVOUR HILLS, VIC, 3802, Australia",-37.9787848,145.2636712
Story House Early Learning Cheltenham,Centre-Based Care,329-345 Bay Road,CHELTENHAM,VIC,3192,395539974,"329-345 Bay Road, CHELTENHAM, VIC, 3192, Australia",-37.957035,145.048558
Kool Kidz Greenvale,Centre-Based Care,1 Bonds Lane,GREENVALE,VIC,3059,03 9457 8563,"1 Bonds Lane, GREENVALE, VIC, 3059, Australia",-37.6427026,144.8799584
Kool Kidz Narre Warren,Centre-Based Care,17 Cranbourne Rd,NARRE WARREN,VIC,3805,397051532,"17 Cranbourne Rd, NARRE WARREN, VIC, 3805, Australia",-38.0309243,145.3053971
TeamKids - Templestowe Park Primary,Centre-Based Care,399 Church Road,TEMPLESTOWE,VIC,3106,1300035000,"399 Church Road, TEMPLESTOWE, VIC, 3106, Australia",-37.7556593,145.141761
Story House Early Learning Reservoir,Centre-Based Care,762-764 PLENTY RD,RESERVOIR,VIC,3073,370461071,"762-764 PLENTY RD, RESERVOIR, VIC, 3073, Australia",-37.727703,145.0198669
Froliq Early Learning Centre,Centre-Based Care,33 SHAWS RD,WERRIBEE,VIC,3030,430136123,"33 SHAWS RD, WERRIBEE, VIC, 3030, Australia",-37.8881815,144.646606
Discovery Bay Croydon,Centre-Based Care,358-360 MT DANDENONG RD,CROYDON,VIC,3136,398900888,"358-360 MT DANDENONG RD, CROYDON, VIC, 3136, Australia",-37.8005481,145.2952392
Happy Seeds Early Learning Centre and Kindergarten,Centre-Based Care,671-675 WAVERLEY RD,GLEN WAVERLEY,VIC,3150,399674368,"671-675 WAVERLEY RD, GLEN WAVERLEY, VIC, 3150, Australia",-37.8885276,145.1624927
Guardian Childcare & Education Pascoe Vale South,Centre-Based Care,120-122 CUMBERLAND RD,PASCOE VALE,VIC,3044,390887440,"120-122 CUMBERLAND RD, PASCOE VALE, VIC, 3044, Australia",-37.7302442,144.9390955
Pooh's Place ELC,Centre-Based Care,2-4 VICTORIA RD,LILYDALE,VIC,3140,397376988,"2-4 VICTORIA RD, LILYDALE, VIC, 3140, Australia",-37.7604309,145.3348107
Bambini Bluff,Centre-Based Care,432-436 Bluff Rd,HAMPTON,VIC,3188,385521200,"432-436 Bluff Rd, HAMPTON, VIC, 3188, Australia",-37.9447698,145.0227052
Papilio Early Learning Box Hill,Centre-Based Care,84-86 Carrington Rd,BOX HILL,VIC,3128,388407140,"84-86 Carrington Rd, BOX HILL, VIC, 3128, Australia",-37.820019,145.1204665
Fleetwood OSHClub,Centre-Based Care,97 Fleetwood Dr,NARRE WARREN,VIC,3805,429996381,"97 Fleetwood Dr, NARRE WARREN, VIC, 3805, Australia",-38.0402512,145.3169612
RMIT City Campus Children's Centre,Centre-Based Care,17-25 Lygon St,CARLTON,VIC,3053,03 9925 8500,"17-25 Lygon St, CARLTON, VIC, 3053, Australia",-37.806367,144.9656743
Lilydale PS OSHC - Extend,Centre-Based Care,"Lilydale Primary School, 63-65 Castella St",LILYDALE,VIC,3140,1300366437,"Lilydale Primary School, 63-65 Castella St, LILYDALE, VIC, 3140, Australia",-37.7538158,145.3533477
Leapkids William Ruthven,Centre-Based Care,"William Ruthven Primary School, 60 Merrilands Rd",RESERVOIR,VIC,3073,1300366235,"William Ruthven Primary School, 60 Merrilands Rd, RESERVOIR, VIC, 3073, Australia",-37.6970613,145.0020491
Bulleen Kids Early Learning,Centre-Based Care,60 Manningham Road,BULLEEN,VIC,3105,398502791,"60 Manningham Road, BULLEEN, VIC, 3105, Australia",-37.765989,145.0883727
Guardian Childcare & Education Preston,Centre-Based Care,418 Murray Road,PRESTON,VIC,3072,394711115,"418 Murray Road, PRESTON, VIC, 3072, Australia",-37.7371078,144.9972433
First Early Learning Heywood Grove,Centre-Based Care,2 Heywood Grove,ENDEAVOUR HILLS,VIC,3802,397001922,"2 Heywood Grove, ENDEAVOUR HILLS, VIC, 3802, Australia",-37.9704773,145.2584464
Pico Early Learning Centre and Kindergarten Endeavour Hills,Centre-Based Care,23-24 Oban Close,ENDEAVOUR HILLS,VIC,3802,397004891,"23-24 Oban Close, ENDEAVOUR HILLS, VIC, 3802, Australia",-37.970761,145.265467
Wallaby Early Learning Centre Greensborough,Centre-Based Care,45 Civic Drive,GREENSBOROUGH,VIC,3088,94324655,"45 Civic Drive, GREENSBOROUGH, VIC, 3088, Australia",-37.6883488,145.1111471
Will Will Rook Preschool (KODE Glenroy),Centre-Based Care,208 Hilton Street,GLENROY,VIC,3046,393041966,"208 Hilton Street, GLENROY, VIC, 3046, Australia",-37.698736,144.9197305
Bembit Bag-rook Kindergarten,Centre-Based Care,61 Polly Pde,TARNEIT,VIC,3029,391250649,"61 Polly Pde, TARNEIT, VIC, 3029, Australia",-37.8254735,144.6832058
First Steps Early Learning Journey,Centre-Based Care,58-60 Smiths Rd,TEMPLESTOWE,VIC,3106,383722012,"58-60 Smiths Rd, TEMPLESTOWE, VIC, 3106, Australia",-37.7621129,145.1525406
EQUIP EARLY LEARNING CENTRE,Centre-Based Care,423-427 Hogans Rd,TARNEIT,VIC,3029,397489233,"423-427 Hogans Rd, TARNEIT, VIC, 3029, Australia",-37.8601103,144.6570348
Burwood House Early Learning Centre,Centre-Based Care,172-174 Burwood Hwy,BURWOOD,VIC,3125,386577584,"172-174 Burwood Hwy, BURWOOD, VIC, 3125, Australia",-37.8501766,145.1156331
Big Childcare - Davis Creek PS OSHC,Centre-Based Care,65 Wootten Rd,TARNEIT,VIC,3029,1300273162,"65 Wootten Rd, TARNEIT, VIC, 3029, Australia",-37.8556653,144.6590568
Snuggles Early Learning Centre,Centre-Based Care,552-554 Highbury Rd,GLEN WAVERLEY,VIC,3150,03 9886 6112,"552-554 Highbury Rd, GLEN WAVERLEY, VIC, 3150, Australia",-37.8604478,145.1551145
Busy Bees at Preston East,Centre-Based Care,54-56 Victoria St,PRESTON,VIC,3072,394842333,"54-56 Victoria St, PRESTON, VIC, 3072, Australia",-37.7484653,145.0168509
Nido  Early School Moorabbin Airport,Centre-Based Care,9 Joseph Avenue,MOORABBIN,VIC,3194,395583400,"9 Joseph Avenue, MOORABBIN, VIC, 3194, Australia",-37.9729923,145.1086711
Little Stars Child Care & Kindergarten,Centre-Based Care,82 Heatherton Road,ENDEAVOUR HILLS,VIC,3802,03 9708 0411,"82 Heatherton Road, ENDEAVOUR HILLS, VIC, 3802, Australia",-37.9741868,145.2509887
Hippity Hop Early Learning Endeavour Hills,Centre-Based Care,53 Heatherton Road,ENDEAVOUR HILLS,VIC,3802,397000155,"53 Heatherton Road, ENDEAVOUR HILLS, VIC, 3802, Australia",-37.9752769,145.2761535
Developmental Learning Centre Rainbow - Moorabbin,Centre-Based Care,39-41 Isabella St,MOORABBIN,VIC,3189,395322049,"39-41 Isabella St, MOORABBIN, VIC, 3189, Australia",-37.9430685,145.0539816
Pelican Childcare Fairways,Centre-Based Care,94-100 Fairways Bvd,CRAIGIEBURN,VIC,3064,383394700,"94-100 Fairways Bvd, CRAIGIEBURN, VIC, 3064, Australia",-37.6066548,144.9121001
Boutique Bubs Early Education & Kindergarten,Centre-Based Care,417 Bluff Road,HAMPTON,VIC,3188,395983484,"417 Bluff Road, HAMPTON, VIC, 3188, Australia",-37.9406694,145.0229193
Sparrow Early Learning Alamanda,Centre-Based Care,12-14 Paradise Pde,POINT COOK,VIC,3030,03 9395 7780,"12-14 Paradise Pde, POINT COOK, VIC, 3030, Australia",-37.9003329,144.740286
Children's World Family Day Care Service,Family Day Care,25 Bronzewing St,WILLIAMS LANDING,VIC,3027,432281020,"25 Bronzewing St, WILLIAMS LANDING, VIC, 3027, Australia",-37.8560913,144.7415004
Kiddy Palace Learning Centre,Centre-Based Care,134-136 McDonalds Rd,EPPING,VIC,3076,03 8401 4556,"134-136 McDonalds Rd, EPPING, VIC, 3076, Australia",-37.647188,145.0545303
Smart Reader Kids Hallam,Centre-Based Care,41 Cornwall Street,HALLAM,VIC,3803,397031206,"41 Cornwall Street, HALLAM, VIC, 3803, Australia",-38.0022006,145.2640515
East Malvern Early Learning Centre,Centre-Based Care,11 Illowa Street,MALVERN EAST,VIC,3145,398869142,"11 Illowa Street, MALVERN EAST, VIC, 3145, Australia",-37.8693244,145.0616283
Springvale 1 World of Learning,Centre-Based Care,67 Balmoral Avenue,SPRINGVALE,VIC,3171,395740699,"67 Balmoral Avenue, SPRINGVALE, VIC, 3171, Australia",-37.9483167,145.144353
Kids First Fairy Hills Kindergarten,Centre-Based Care,7 Thyer Road,IVANHOE,VIC,3079,394992936,"7 Thyer Road, IVANHOE, VIC, 3079, Australia",-37.7782342,145.0399276
Quantin Binnah / Corpus Christi PS,Centre-Based Care,29 Russell Street,WERRIBEE,VIC,3030,397425040,"29 Russell Street, WERRIBEE, VIC, 3030, Australia",-37.9100523,144.6644662
Eco Kids Child Care Centre,Centre-Based Care,286 Pound Road,HAMPTON PARK,VIC,3976,387742262,"286 Pound Road, HAMPTON PARK, VIC, 3976, Australia",-38.0295379,145.2756619
Point Cook YMCA Early Learning Centre,Centre-Based Care,63-65 Tom Roberts Pde,POINT COOK,VIC,3030,393958222,"63-65 Tom Roberts Pde, POINT COOK, VIC, 3030, Australia",-37.8930579,144.7250292
Springvale Service for Children Inc,Centre-Based Care,26-28 Lightwood Rd,SPRINGVALE,VIC,3171,385583800,"26-28 Lightwood Rd, SPRINGVALE, VIC, 3171, Australia",-37.9500675,145.1537159
Cranbourne Carlisle OSHClub,Centre-Based Care,15 Silky Oak Drive,CRANBOURNE,VIC,3977,447051260,"15 Silky Oak Drive, CRANBOURNE, VIC, 3977, Australia",-38.0870065,145.2894944
Rose Garden Epping Early Learning Centre,Centre-Based Care,100 Epping Road,EPPING,VIC,3076,384013077,"100 Epping Road, EPPING, VIC, 3076, Australia",-37.6290442,145.0285331
Buckets Early Learning Centre,Centre-Based Care,577 Neerim Road,HUGHESDALE,VIC,3166,03 9569 4411,"577 Neerim Road, HUGHESDALE, VIC, 3166, Australia",-37.8923196,145.0811053
Children's Choice Family Day Care,Family Day Care,73 Rutherglen Way,TAYLORS LAKES,VIC,3038,,"73 Rutherglen Way, TAYLORS LAKES, VIC, 3038, Australia",-37.7049051,144.802894
Genazzano FCJ College,Centre-Based Care,301 Cotham Rd,KEW,VIC,3101,388621255,"301 Cotham Rd, KEW, VIC, 3101, Australia",-37.8083529,145.0560364
Glenroy Central Kindergarten,Centre-Based Care,10 Logan St,GLENROY,VIC,3046,393003503,"10 Logan St, GLENROY, VIC, 3046, Australia",-37.7046761,144.9258903
Dewdrops Early Learning - Coburg,Centre-Based Care,36-40 Barrow St,COBURG,VIC,3058,393841734,"36-40 Barrow St, COBURG, VIC, 3058, Australia",-37.7537801,144.9710427
