ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Address,Latitude,Longitude
Camp Australia - Bayside Christian College OSHC,Camp Australia Pty Limited,Centre-Based Care,"Bayside Christian College, 120-128 Robinsons Rd",LANGWARRIN SOUTH,VIC,3911,418687254,"Bayside Christian College, 120-128 Robinsons Rd, LANGWARRIN SOUTH, VIC, 3911, Australia",,
St Augustine's OSHC Frankston South,MELBOURNE ARCHDIOCESE CATHOLIC SCHOOLS EARLY YEARS EDUCATION LTD,Centre-Based Care,"St Augustine's Primary School, 88-98 Golf Links Rd",FRANKSTON SOUTH,VIC,3199,493951030,"St Augustine's Primary School, 88-98 Golf Links Rd, FRANKSTON SOUTH, VIC, 3199, Australia",,
Mentone Childcare & Kindergarten,Chelsea Childcare & Kindergarten Pty Ltd,Centre-Based Care,21-23 Childers St,MENTONE,VIC,3194,395842144,"21-23 Childers St, MENTONE, VIC, 3194, Australia",-37.9827171,145.0677152
Woodlands St Kilda Road,WOODLANDS ST KILDA PTY LTD,Centre-Based Care,580 St Kilda Rd,MELBOURNE,VIC,3004,370316818,"580 St Kilda Rd, MELBOURNE, VIC, 3004, Australia",-37.8489056,144.9793697
Oberon PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,"Oberon Primary School, 28-30 Dorothy Ave",BELMONT,VIC,3216,1300072410,"Oberon Primary School, 28-30 Dorothy Ave, BELMONT, VIC, 3216, Australia",-38.179699,144.3430699
3C Kidz Care - Chairo Pakenham,Casey City Church Inc,Centre-Based Care,"Chairo Christian College, 585 Bald Hill Rd",NAR NAR GOON,VIC,3812,387903921,"Chairo Christian College, 585 Bald Hill Rd, NAR NAR GOON, VIC, 3812, Australia",,
TeamKids - Lloyd Street Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Lloyd Street,MALVERN EAST,VIC,3145,1300035000,"Lloyd Street, MALVERN EAST, VIC, 3145, Australia",-37.8728466,145.0558766
Malvern Central School TheirCare,TheirCare Pty Ltd,Centre-Based Care,Park Street,MALVERN,VIC,3144,1300072410,"Park Street, MALVERN, VIC, 3144, Australia",-37.8563768,145.0362598
TeamKids - Kingswood Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Plaza Cres,DINGLEY VILLAGE,VIC,3172,1300035000,"Plaza Cres, DINGLEY VILLAGE, VIC, 3172, Australia",-37.9817797,145.123515
Camp Australia - Black Rock Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,Arkaringa Crescent,BLACK ROCK,VIC,3193,452216063,"Arkaringa Crescent, BLACK ROCK, VIC, 3193, Australia",-37.9698557,145.0197036
Camp Australia Bellbridge Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,120 Bellbridge Drive,HOPPERS CROSSING,VIC,3029,423793825,"120 Bellbridge Drive, HOPPERS CROSSING, VIC, 3029, Australia",-37.870123,144.7110832
Camp Australia - Haileybury Edrington OSHC,Camp Australia Pty Limited,Centre-Based Care,138 High Street,BERWICK,VIC,3806,423793666,"138 High Street, BERWICK, VIC, 3806, Australia",-38.0456331,145.3638681
Camp Australia - Haileybury Newlands OSHC,Camp Australia Pty Limited,Centre-Based Care,855-891 Springvale Rd,KEYSBOROUGH,VIC,3173,423793673,"855-891 Springvale Rd, KEYSBOROUGH, VIC, 3173, Australia",-37.9953086,145.1441429
Mentone Grammar School OSHC- Extend,Extend (Australia) Pty Ltd,Centre-Based Care,71-73 Naples Road,MENTONE,VIC,3194,412153177,"71-73 Naples Road, MENTONE, VIC, 3194, Australia",-37.9876143,145.0620765
St Margaret’s Berwick Grammar TheirCare,TheirCare Pty Ltd,Centre-Based Care,27-47 Gloucester Ave,BERWICK,VIC,3806,1300072410,"27-47 Gloucester Ave, BERWICK, VIC, 3806, Australia",-38.0357626,145.3480625
Albert Park CommunityOSH,COMMUNITYOSH PTY LTD,Centre-Based Care,Bridport St,ALBERT PARK,VIC,3206,413544966,"Bridport St, ALBERT PARK, VIC, 3206, Australia",-37.8408179,144.9553728
Our Patch OSHC at Toorak College,OUR PATCH EDUCATION PTY LTD,Centre-Based Care,Williams Road,MOUNT ELIZA,VIC,3930,427928863,"Williams Road, MOUNT ELIZA, VIC, 3930, Australia",-38.1737007,145.0920712
Geelong Grammar School Toorak OSHC,Geelong Grammar School,Centre-Based Care,14 Douglas Street,TOORAK,VIC,3142,398291444,"14 Douglas Street, TOORAK, VIC, 3142, Australia",-37.8393246,145.0091742
Camp Australia - Narre Warren North Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,A'Beckett Road,NARRE WARREN NORTH,VIC,3804,413763358,"A'Beckett Road, NARRE WARREN NORTH, VIC, 3804, Australia",-37.9789832,145.321487
Camp Australia - Brentwood Park Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,Bemersyde Dr,BERWICK,VIC,3806,421640326,"Bemersyde Dr, BERWICK, VIC, 3806, Australia",-38.0586306,145.3457218
Camp Australia - St Kevin's Hampton Park OSHC,Camp Australia Pty Limited,Centre-Based Care,120 Hallam Road,HAMPTON PARK,VIC,3976,429137414,"120 Hallam Road, HAMPTON PARK, VIC, 3976, Australia",-38.0394549,145.2677696
TeamKids - St Mark's Primary - Dingley,TEAM HOLIDAY PTY LTD,Centre-Based Care,4-6 Dimar Ct,DINGLEY VILLAGE,VIC,3172,1300035000,"4-6 Dimar Ct, DINGLEY VILLAGE, VIC, 3172, Australia",-37.9865858,145.1299226
Maramba PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Maramba Dr,NARRE WARREN,VIC,3805,1300072410,"Maramba Dr, NARRE WARREN, VIC, 3805, Australia",-38.0042881,145.304142
Galilee Regional CPS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Cnr Montague St & Bank St,SOUTH MELBOURNE,VIC,3205,1300072410,"Cnr Montague St & Bank St, SOUTH MELBOURNE, VIC, 3205, Australia",,
Greater Dandenong Family Day Care Scheme,Greater Dandenong City Council,Family Day Care,39 Clow Street,DANDENONG,VIC,3175,385711805,"39 Clow Street, DANDENONG, VIC, 3175, Australia",-37.9846905,145.2167528
Loreto Mandeville Hall Toorak OSHC- Extend,Extend (Australia) Pty Ltd,Centre-Based Care,10 Mandeville Crescent,TOORAK,VIC,3142,1300366437,"10 Mandeville Crescent, TOORAK, VIC, 3142, Australia",-37.8482391,145.0134331
TeamKids - Beaumaris Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,99 Dalgetty Rd,BEAUMARIS,VIC,3193,1300035000,"99 Dalgetty Rd, BEAUMARIS, VIC, 3193, Australia",-37.9852221,145.03668
Malvern Valley PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,1A Abbotsford Ave,MALVERN EAST,VIC,3145,1300072410,"1A Abbotsford Ave, MALVERN EAST, VIC, 3145, Australia",-37.8805792,145.0816127
City Of Greater Geelong Family Day Care Service,Greater Geelong City Council,Family Day Care,137-149 Mercer St,GEELONG,VIC,3220,03 5272 4741,"137-149 Mercer St, GEELONG, VIC, 3220, Australia",-38.1449859,144.3570466
TeamKids - Caulfield South Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Bundeera Road,CAULFIELD,VIC,3162,1300035000,"Bundeera Road, CAULFIELD, VIC, 3162, Australia",-37.8949507,145.0296668
Red Hill Consolidated TheirCare,TheirCare Pty Ltd,Centre-Based Care,Mornington-Flinders Road,RED HILL,VIC,3937,419205469,"Mornington-Flinders Road, RED HILL, VIC, 3937, Australia",-38.3679775,144.9941392
Dromana PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,McCulloch Street,DROMANA,VIC,3936,417384270,"McCulloch Street, DROMANA, VIC, 3936, Australia",-38.3418173,144.9601016
TeamKids- Kunyung Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Kunyung Rd,MOUNT ELIZA,VIC,3930,1300035000,"Kunyung Rd, MOUNT ELIZA, VIC, 3930, Australia",-38.1872883,145.0764756
TeamKids - Gardenvale Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,66 Landcox Street,BRIGHTON EAST,VIC,3187,1300035000,"66 Landcox Street, BRIGHTON EAST, VIC, 3187, Australia",-37.9025309,145.0159404
Camp Australia - Woodleigh School Penbank Campus OSHC,Camp Australia Pty Limited,Centre-Based Care,Mornington-Tyabb Rd,MOOROODUC,VIC,3933,401006063,"Mornington-Tyabb Rd, MOOROODUC, VIC, 3933, Australia",-38.2538783,145.122295
Elysium OSHC - Balnarring,ELYSIUM BRANDS PTY. LTD.,Centre-Based Care,1 Civic Ct,BALNARRING,VIC,3926,466047908,"1 Civic Ct, BALNARRING, VIC, 3926, Australia",-38.3761006,145.1227773
Aspendale PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,23 Laura Street,ASPENDALE,VIC,3195,1300072410,"23 Laura Street, ASPENDALE, VIC, 3195, Australia",-38.0203483,145.1003237
Pearcedale PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Baxter-Tooradin Rd,PEARCEDALE,VIC,3912,1300072410,"Baxter-Tooradin Rd, PEARCEDALE, VIC, 3912, Australia",-38.2049466,145.2525635
Colac Otway Shire Family Day Care Scheme,Colac Otway Shire,Family Day Care,2-6 Rae St,COLAC,VIC,3250,03 5232 9400,"2-6 Rae St, COLAC, VIC, 3250, Australia",-38.3423085,143.5855096
Westmeadows PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,36-44 RIDDELL ST,WESTMEADOWS,VIC,3049,447545772,"36-44 RIDDELL ST, WESTMEADOWS, VIC, 3049, Australia",-37.6759577,144.8960463
Pyalong Primary School Before & After School Care,Pyalong Primary School Council,Centre-Based Care,10-14 Bourke St,PYALONG,VIC,3521,03 5785 1291,"10-14 Bourke St, PYALONG, VIC, 3521, Australia",-37.1170228,144.8578049
Camp Australia - Mordialloc Beach Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,58 Barkly Street,MORDIALLOC,VIC,3195,423008961,"58 Barkly Street, MORDIALLOC, VIC, 3195, Australia",-38.0057555,145.0884295
TeamKids – Berwick Fields Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,35 Gwendoline Drive,BERWICK,VIC,3806,1300035000,"35 Gwendoline Drive, BERWICK, VIC, 3806, Australia",-38.0492266,145.3329815
Concord School TheirCare,TheirCare Pty Ltd,Centre-Based Care,"Concord Junior Campus, 1 Meagher St",WATSONIA,VIC,3087,1300072410,"Concord Junior Campus, 1 Meagher St, WATSONIA, VIC, 3087, Australia",,
Big Childcare - Overnewton ACC Yirramboi OSHC,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Centre-Based Care,2-30 Overnewton Rd,KEILOR,VIC,3036,1300273162,"2-30 Overnewton Rd, KEILOR, VIC, 3036, Australia",-37.708491,144.8199661
Camp Australia - St James the Apostle Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,"St James Primary School, 330 Derrimut Rd",HOPPERS CROSSING,VIC,3029,447139601,"St James Primary School, 330 Derrimut Rd, HOPPERS CROSSING, VIC, 3029, Australia",-37.856744,144.6883675
TeamKids - Reservoir Views Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,110 St Vigeons Road,RESERVOIR,VIC,3073,1300035000,"110 St Vigeons Road, RESERVOIR, VIC, 3073, Australia",-37.7056221,145.0216783
TeamKids - Herne Hill Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,194-200 Church Street,GEELONG NORTH,VIC,3215,1300035000,"194-200 Church Street, GEELONG NORTH, VIC, 3215, Australia",-38.1313416,144.3443364
Red Cliffs PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Murray Ave,RED CLIFFS,VIC,3496,1300072410,"Murray Ave, RED CLIFFS, VIC, 3496, Australia",-34.3109928,142.1813416
Kelly Club OSHC Spotswood Primary School,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,600 Melbourne Road,SPOTSWOOD,VIC,3015,423728739,"600 Melbourne Road, SPOTSWOOD, VIC, 3015, Australia",-37.8286156,144.8812661
St Kilda PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,"St Kilda Primary School, 2b Brighton Rd",ST KILDA,VIC,3182,1300072410,"St Kilda Primary School, 2b Brighton Rd, ST KILDA, VIC, 3182, Australia",-37.8697298,144.9892591
TeamKids - Berwick Chase Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,51 Bridgewater Boulevard,BERWICK,VIC,3806,1300035000,"51 Bridgewater Boulevard, BERWICK, VIC, 3806, Australia",-38.0620895,145.3482768
Chelsea Heights PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Thames Promenade,CHELSEA HEIGHTS,VIC,3196,1300072410,"Thames Promenade, CHELSEA HEIGHTS, VIC, 3196, Australia",-38.0440834,145.1395894
TeamKids - Cheltenham East Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Silver Street,CHELTENHAM,VIC,3192,1300035000,"Silver Street, CHELTENHAM, VIC, 3192, Australia",-37.9645219,145.065362
Camp Australia - Bentleigh West Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,23 Brewer Road,BENTLEIGH,VIC,3204,423793663,"23 Brewer Road, BENTLEIGH, VIC, 3204, Australia",-37.9193978,145.0267214
Westgarth Primary School Combined OSHC,Westgarth Primary School Council,Centre-Based Care,Brooke Street and Clarke Street,NORTHCOTE,VIC,3070,394823323,"Brooke Street and Clarke Street, NORTHCOTE, VIC, 3070, Australia",,
St Vincent de Paul TheirCare,TheirCare Pty Ltd,Centre-Based Care,Woodland Street,STRATHMORE,VIC,3041,474007664,"Woodland Street, STRATHMORE, VIC, 3041, Australia",-37.7414401,144.9097445
Ivanhoe East PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Warncliffe Road,IVANHOE EAST,VIC,3079,1300072410,"Warncliffe Road, IVANHOE EAST, VIC, 3079, Australia",-37.7779549,145.0582594
Busy Bees at Doncaster East,Baker Street Childcare Education Pty Ltd,Centre-Based Care,160 Anderson Creek Road,DONCASTER EAST,VIC,3109,386581064,"160 Anderson Creek Road, DONCASTER EAST, VIC, 3109, Australia",,
Camp Australia - Maiden Gully Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,10 Carolyn Way,MAIDEN GULLY,VIC,3551,354496429,"10 Carolyn Way, MAIDEN GULLY, VIC, 3551, Australia",-36.7441255,144.2105735
Greensborough OSHClub,OSHCLUB PTY LTD,Centre-Based Care,130 Grimshaw Street,GREENSBOROUGH,VIC,3088,447868204,"130 Grimshaw Street, GREENSBOROUGH, VIC, 3088, Australia",-37.7032341,145.0999797
Story House Early Learning Mount Waverley,Story House Early Learning No 15 Pty Ltd,Centre-Based Care,11 Marianne Way,MOUNT WAVERLEY,VIC,3149,398025053,"11 Marianne Way, MOUNT WAVERLEY, VIC, 3149, Australia",-37.8659822,145.1326381
TeamKids - Great Ryrie Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Great Ryrie Street,HEATHMONT EAST,VIC,3135,1300035000,"Great Ryrie Street, HEATHMONT EAST, VIC, 3135, Australia",,
Camp Australia - Streeton Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,209 Yallambie Rd,YALLAMBIE,VIC,3085,406926892,"209 Yallambie Rd, YALLAMBIE, VIC, 3085, Australia",-37.7211071,145.1014931
Kurunjang OSHClub,OSHCLUB PTY LTD,Centre-Based Care,35 Mowbray Crescent,KURUNJANG,VIC,3337,400028149,"35 Mowbray Crescent, KURUNJANG, VIC, 3337, Australia",-37.670468,144.58699
Kelly Club OSHC St Joseph's School,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,571 Glenferrie Road,HAWTHORN,VIC,3122,409192923,"571 Glenferrie Road, HAWTHORN, VIC, 3122, Australia",-37.8260347,145.0334642
"St Thomas Apostle OSHC, Greensborough",MELBOURNE ARCHDIOCESE CATHOLIC SCHOOLS EARLY YEARS EDUCATION LTD,Centre-Based Care,251 Diamond Creek Road,GREENSBOROUGH,VIC,3088,493214132,"251 Diamond Creek Road, GREENSBOROUGH, VIC, 3088, Australia",-37.6820187,145.1186254
Kinglake West PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,1041-5 Whittlesea - Kinglake Road,KINGLAKE CENTRAL,VIC,3757,357865262,"1041-5 Whittlesea - Kinglake Road, KINGLAKE CENTRAL, VIC, 3757, Australia",-37.4878507,145.298435
TeamKids - Kingsley Park Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Gattinara Drive,FRANKSTON,VIC,3199,1300035000,"Gattinara Drive, FRANKSTON, VIC, 3199, Australia",-38.1677392,145.1576606
Kinglake Primary School Combined OSHC,Kinglake Primary School Council,Centre-Based Care,McMahon's Rd,KINGLAKE,VIC,3763,357861284,"McMahon's Rd, KINGLAKE, VIC, 3763, Australia",,
Camp Australia - Karingal Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,Mallum Avenue,KARINGAL,VIC,3199,406936232,"Mallum Avenue, KARINGAL, VIC, 3199, Australia",-38.1378691,145.1526138
Eltham College OSHC,Eltham College,Centre-Based Care,1660 Main Rd,RESEARCH,VIC,3095,394371421,"1660 Main Rd, RESEARCH, VIC, 3095, Australia",-37.7014263,145.1926276
St. Francis of the Fields Primary YMCA Outside School Hours Care,Victorian YMCA Community Programming Pty Ltd,Centre-Based Care,46 Blucher St,STRATHFIELDSAYE,VIC,3551,0459 988 313,"46 Blucher St, STRATHFIELDSAYE, VIC, 3551, Australia",-36.8039442,144.3608238
Fish Creek Kindergarten,Prom Coast Centres for Children Inc.,Centre-Based Care,2 Ryan Street,FISH CREEK,VIC,3959,356832437,"2 Ryan Street, FISH CREEK, VIC, 3959, Australia",-38.6922439,146.0822651
YMCA – St Joseph's Primary School - Quarry Hill OSHC,Victorian YMCA Community Programming Pty Ltd,Centre-Based Care,Gladstone Street,BENDIGO,VIC,3550,,"Gladstone Street, BENDIGO, VIC, 3550, Australia",-36.7716164,144.2762945
Toora Kindergarten,Prom Coast Centres for Children Inc.,Centre-Based Care,25 Grey Street,TOORA,VIC,3962,356862487,"25 Grey Street, TOORA, VIC, 3962, Australia",,
Welshpool Kindergarten,Prom Coast Centres for Children Inc.,Centre-Based Care,15 Main Street,WELSHPOOL,VIC,3966,356881287,"15 Main Street, WELSHPOOL, VIC, 3966, Australia",-38.6652966,146.4364845
Mildura South Primary School Council Out of School Hours Program,Mildura South Primary School Council,Centre-Based Care,593 Deakin Avenue,MILDURA SOUTH,VIC,3501,350232148,"593 Deakin Avenue, MILDURA SOUTH, VIC, 3501, Australia",,
Diamond Creek East PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,129-163 Main Hurstbridge Rd,DIAMOND CREEK,VIC,3089,473300993,"129-163 Main Hurstbridge Rd, DIAMOND CREEK, VIC, 3089, Australia",-37.6735451,145.1650588
Ormond PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,121 Wheatley Road,ORMOND,VIC,3204,1300072410,"121 Wheatley Road, ORMOND, VIC, 3204, Australia",-37.9067079,145.0334349
Hillcrest OSHClub,OSHCLUB PTY LTD,Centre-Based Care,500 Soldiers Road,CLYDE,VIC,3978,409950672,"500 Soldiers Road, CLYDE, VIC, 3978, Australia",-38.0853776,145.3642563
Southmoor Primary School OSHC,Kingston City Council,Centre-Based Care,2 Rica Street,MOORABBIN,VIC,3189,395814847,"2 Rica Street, MOORABBIN, VIC, 3189, Australia",-37.9416008,145.056684
Richmond CommunityOSH,COMMUNITYOSH PTY LTD,Centre-Based Care,Brighton Street,RICHMOND,VIC,3121,477882819,"Brighton Street, RICHMOND, VIC, 3121, Australia",-37.8286917,144.9990024
Mount Beauty Primary School OSHC,Mount Beauty Primary School Council,Centre-Based Care,Lakeside Avenue,MOUNT BEAUTY,VIC,3699,357544354,"Lakeside Avenue, MOUNT BEAUTY, VIC, 3699, Australia",-36.7402497,147.1734482
Middle Kinglake Primary School Combined OSHC,Middle Kinglake Primary School Council,Centre-Based Care,69 (RSD1) Exton's Rd,KINGLAKE CENTRAL,VIC,3757,357861295,"69 (RSD1) Exton's Rd, KINGLAKE CENTRAL, VIC, 3757, Australia",,
St Kilian's Primary YMCA Outside School Hours Care,Victorian YMCA Community Programming Pty Ltd,Centre-Based Care,Havelock Street,BENDIGO,VIC,3550,,"Havelock Street, BENDIGO, VIC, 3550, Australia",-36.7525441,144.2861505
Camp Australia - Kennington Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,60 Crook St,KENNINGTON,VIC,3550,423793535,"60 Crook St, KENNINGTON, VIC, 3550, Australia",-36.7699933,144.3100691
Footscray PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Cnr Geelong Rd & Barkly St,FOOTSCRAY,VIC,3011,447013608,"Cnr Geelong Rd & Barkly St, FOOTSCRAY, VIC, 3011, Australia",,
Strathfieldsaye PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Uxbridge Street,STRATHFIELDSAYE,VIC,3551,1300072410,"Uxbridge Street, STRATHFIELDSAYE, VIC, 3551, Australia",-36.8049232,144.3532954
White Hills OSHClub,OSHCLUB PTY LTD,Centre-Based Care,16 Plumridge St,WHITE HILLS,VIC,3550,439660575,"16 Plumridge St, WHITE HILLS, VIC, 3550, Australia",-36.7273951,144.3042169
Upwey South PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,91 Morris Road,UPWEY,VIC,3158,,"91 Morris Road, UPWEY, VIC, 3158, Australia",-37.9130755,145.3256514
Park Orchards PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,1-3 Bowmore Ave,PARK ORCHARDS,VIC,3114,1300072410,"1-3 Bowmore Ave, PARK ORCHARDS, VIC, 3114, Australia",-37.779993,145.2151747
Camp Australia New Gisborne Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,239 Station Rd,NEW GISBORNE,VIC,3437,405449832,"239 Station Rd, NEW GISBORNE, VIC, 3437, Australia",-37.4619541,144.5954534
Camp Australia - Diamond Creek Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,Clyde Street,DIAMOND CREEK,VIC,3089,431412313,"Clyde Street, DIAMOND CREEK, VIC, 3089, Australia",-37.6708377,145.1477217
Busy Bees at Lara,Baker Street Childcare Education Pty Ltd,Centre-Based Care,42-46 Buckingham St,LARA,VIC,3212,352826600,"42-46 Buckingham St, LARA, VIC, 3212, Australia",-38.0260765,144.3909484
Heany Park OSHClub,OSHCLUB PTY LTD,Centre-Based Care,Buckingham Drive,ROWVILLE,VIC,3178,437150508,"Buckingham Drive, ROWVILLE, VIC, 3178, Australia",-37.9314513,145.234829
Warrnambool City Council Family Day Care,Warrnambool City Council,Family Day Care,550-600 Raglan Pde,WARRNAMBOOL,VIC,3280,03 5559 4800,"550-600 Raglan Pde, WARRNAMBOOL, VIC, 3280, Australia",-38.3797087,142.4845281
St Francis Xavier OSHClub,OSHCLUB PTY LTD,Centre-Based Care,90 Mayona Road,MONTMORENCY,VIC,3094,401958962,"90 Mayona Road, MONTMORENCY, VIC, 3094, Australia",-37.7160984,145.1268929
Glenroy West Primary School- VillageOSHC,VillageOSHC Pty Ltd,Centre-Based Care,York Street,GLENROY,VIC,3046,405275674,"York Street, GLENROY, VIC, 3046, Australia",-37.7049908,144.9098374
TeamKids - Bell Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Oakover Road,PRESTON,VIC,3072,1300035000,"Oakover Road, PRESTON, VIC, 3072, Australia",-37.7486989,144.9890204
Boronia Heights OSHCLUB,OSHCLUB PTY LTD,Centre-Based Care,Landscape Drive,BORONIA,VIC,3155,419373657,"Landscape Drive, BORONIA, VIC, 3155, Australia",-37.844724,145.2957405
Kangaroo Ground Primary Combined OSHC,Kangaroo Ground Primary School Council,Centre-Based Care,20 Graham Rd,KANGAROO GROUND,VIC,3097,03 9712 0292,"20 Graham Rd, KANGAROO GROUND, VIC, 3097, Australia",-37.6902608,145.2136135
Camp Australia - Craigieburn South Primary OSHC,Camp Australia Pty Limited,Centre-Based Care,102 Hothlyn Drive,CRAIGIEBURN,VIC,3064,452247774,"102 Hothlyn Drive, CRAIGIEBURN, VIC, 3064, Australia",-37.6088371,144.9357824
Mentone Girls' Grammar School OSHC-Extend,Extend (Australia) Pty Ltd,Centre-Based Care,20 Mentone Parade,MENTONE,VIC,3194,424596409,"20 Mentone Parade, MENTONE, VIC, 3194, Australia",-37.9906206,145.0655676
