Species,Common name(s),Certain,Beach and Dunes,Saltmarsh,Coastal marshlands and brackish flats,Swamp scrub,Woodlands and heathlands on sand,"Woodlands and forests on sedimentary hills, valleys and ridges",Grasslands and Woodlands on fertile plains,Cliffs and escarpments,River banks and creeklines,Wet heathland,Freshwater wetland,Saltwater wetland,Most likely occurrence,EPBC Category of threat,FFG Extinction Risk,FFG Category of Threat
Tetrarrhena distichophylla,Hairy Rice-grass,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Thelionema umbellatum,Clustered Lily,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,Victoria,Vulnerable
Thelymitra aristata,Great Sun-orchid,,0.0,0.0,0.0,0.0,2.1,2.1,2.1,0.0,1.0,2.1,0.0,0,2.1,,,
Thelymitra brevifolia,Peppertop Sun-orchid,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Thelymitra circumsepta,Naked Sun-orchid,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,Victoria,Endangered
Thelymitra flexuosa,Twisted Sun-orchid,,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,1.0,1.0,0,2.1,,,
Thelymitra gregaria,Basalt Sun-orchid,,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0,2.1,,Australia,Critically Endangered
Thelymitra peniculata,"Trim Sun-orchid, Horse-tail Sun-orchid",,0.0,0.0,0.0,0.0,2.1,2.1,1.0,0.0,1.0,0.0,0.0,0,2.1,,,
Thelymitra x irregularis,Crested Sun-orchid,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,Victoria,Endangered
Thesium australe,Austral Toad-flax,,0.0,0.0,1.0,0.0,0.0,2.1,2.1,1.0,1.0,0.0,0.0,0,2.1,Vulnerable,Victoria,Endangered
Thynninorchis huntianus,Elbow Orchid,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Trachymene composita var. composita,"Wild Parsnip, Parsnip Trachymene",1,1.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,1.0,0.0,0,3.1,,,
Tricostularia pauciflora,Needle Bog-sedge,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,,
Triglochin striata,Streaked Arrowgrass,1,1.0,3.2,3.1,3.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,3.2,,,
Triptilodiscus pygmaeus,Common Sunray,1,0.0,0.0,0.0,0.0,0.0,3.1,3.1,2.1,0.0,0.0,0.0,0,3.1,,,
Trithuria submersa,Trithuria,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.1,0,2.1,,,
Utricularia uniflora,Single Bladderwort,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0,2.1,,,
Velleia paradoxa,Spur Velleia,,0.0,0.0,0.0,0.0,1.0,3.1,3.2,1.0,0.0,0.0,0.0,0,3.2,,,
Veronica gracilis,Slender Speedwell,,0.0,0.0,3.1,2.1,1.0,2.1,3.1,1.0,2.1,0.0,1.0,0,3.1,,,
Wahlenbergia gracilenta,Hairy Annual Bluebell,,0.0,0.0,0.0,0.0,1.0,2.1,1.0,1.0,0.0,0.0,0.0,0,2.1,,,
Wahlenbergia gracilis,"Australian Bluebell, Sprawling Bluebell",1,0.0,0.0,0.0,0.0,0.0,3.1,3.1,2.1,0.0,0.0,0.0,0,3.1,,,
Wahlenbergia graniticola,Granite Bluebell,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,,,
Wahlenbergia gymnoclada,Naked Bluebell,,0.0,0.0,0.0,0.0,1.0,2.1,1.0,0.0,0.0,0.0,0.0,0,2.1,,,
Wahlenbergia luteola,"Bronze Bluebell, Yellowish Bluebell",1,0.0,0.0,0.0,0.0,0.0,2.1,3.1,3.1,0.0,0.0,0.0,0,3.1,,,
Wahlenbergia stricta subsp. stricta,Tall Bluebell,1,0.0,0.0,0.0,0.0,1.0,3.1,1.0,0.0,0.0,0.0,0.0,0,3.1,,,
Wurmbea latifolia subsp. vanessae,Broad-leaf Early Nancy,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,
Xanthosia dissecta,Cut-leaf Xanthosia,,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,0,2.1,,,
Xanthosia huegelii,"Common Xanthosia, Heath Xanthosia",,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Xanthosia tasmanica,Southern Xanthosia,,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1,,Victoria,Endangered
Xanthosia tridentata,Hill Xanthosia,,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Xerochrysum viscosum,Sticky Everlasting,,0.0,0.0,0.0,0.0,1.0,3.1,1.0,1.0,0.0,0.0,0.0,0,3.1,,,
Xyris gracilis,Slender Yellow-eye,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0,2.1,,,
Acacia dealbata subsp. dealbata,Silver Wattle,,0.0,0.0,0.0,1.0,2.1,2.1,0.0,1.0,3.2,0.0,0.0,0,3.2,,,
Acacia implexa,"Lightwood, Hickory Wattle",1,1.0,0.0,0.0,0.0,1.0,3.1,3.1,3.1,2.1,0.0,0.0,0,3.1,,,
Acacia longifolia subsp. sophorae,Coastal Wattle,,3.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1,,,
Acacia oxycedrus,Spike Wattle,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Acacia provincialis,"Wirilda, Swamp Wattle",,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,,,
Acacia verticillata var. ovoidea,Ovoid Prickly Moses,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Acaena ovina,Australian Sheep's Burr,1,0.0,0.0,0.0,0.0,1.0,3.1,3.1,3.1,2.1,0.0,0.0,0,3.1,,,
Allittia cardiocarpa,Swamp Daisy,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,0,2.1,,,
Allittia uliginosa,Small Swamp Daisy,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Allocasuarina paludosa,"Scrub Sheoak, Swamp Sheoak",,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,3.1,0.0,0,3.1,,,
Allocasuarina verticillata,"Drooping Sheoak, Coast Sheoak",1,2.1,0.0,0.0,0.0,2.1,3.2,3.2,3.1,2.1,0.0,0.0,0,3.2,,,
Alternanthera sp. 1,Plains Joyweed,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1.0,,,
Amyema preissii,Wire-leaf Mistletoe,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,
Amyema quandang var. quandang,Grey Mistletoe,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.1,0.0,0.0,0,2.1,,,
Angianthus preissianus,"Salt Angianthus, Common Cup Flower",1,0.0,3.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1,,,
Anthosacne multiflora subsp. Multiflora,Short-awned Wheat-grass,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,
Apalochlamys spectabilis,"Showy Cassinia, Native Tobacco",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Aphelia gracilis,Slender Aphelia,,0.0,0.0,0.0,1.0,2.1,0.0,0.0,0.0,1.0,2.1,1.0,0,2.1,,,
Aphelia pumilio,Dwarf Aphelia,,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,1.0,2.1,1.0,0,2.1,,,
Apium prostratum subsp. prostratum var. filiforme,Sea Celery,1,1.0,0.0,3.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,3.1,,,
Apodasmia brownii,Coarse Twine-rush,,1.0,0.0,2.1,2.1,2.1,0.0,0.0,0.0,0.0,1.0,0.0,0,2.1,,,
Aristida behriana,Brush Wire-grass,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,,,
Arthropodium milleflorum,Pale Vanilla-lily,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,,,
Asperula subsimplex,Water Woodruff,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,0,2.1,,,
Atriplex billardierei,Glistening Saltbush,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,Victoria,Extinct
Atriplex cinerea,"Coast Saltbush, Grey Saltbush",1,3.2,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.2,,,
Atriplex suberecta,"Sprawling Saltbush, Lagoon Saltbush",1,1.0,3.1,3.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,3.1,,,
Austrostipa aristiglumis,"Plump or Spear-grass, Bristly Spear-grass",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,
Austrostipa blackii,Crested Spear-grass,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,,,
Austrostipa curticoma,Short-crown Spear-grass,,0.0,0.0,0.0,0.0,0.0,1.0,3.1,1.0,1.0,0.0,0.0,0,3.1,,,
Austrostipa densiflora,"Dense Spear-grass, Foxtail Spear-grass",,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,,,
Austrostipa elegantissima,"Feather Spear-grass, Spider Grass",,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1,0.0,0.0,0.0,0,3.1,,,
Austrostipa gibbosa,Spurred Spear-grass,,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0,3.1,,,
Austrostipa oligostachya,Fine-head Spear-grass,,0.0,0.0,0.0,0.0,0.0,1.0,3.1,1.0,0.0,0.0,0.0,0,3.1,,,
Austrostipa rudis subsp. australis,Veined Spear-grass,,0.0,0.0,0.0,0.0,1.0,2.1,1.0,0.0,0.0,0.0,0.0,0,2.1,,,
Austrostipa rudis subsp. rudis,Veined Spear-grass,,0.0,0.0,0.0,0.0,1.0,3.1,1.0,1.0,1.0,0.0,0.0,0,3.1,,Victoria,Endangered
Austrostipa scabra subsp. falcata,Slender Spear-grass,,0.0,0.0,0.0,0.0,0.0,3.1,2.1,3.2,1.0,0.0,0.0,0,3.2,,,
Austrostipa stipoides,"Coast Spear-grass, Prickly Spear-grass",,3.1,3.2,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.2,,,
Austrostipa stuposa,"Tasmanian Spear-grass, Quizzical Spear-grass",,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,,,
Avicennia marina subsp. australasica,Grey Mangrove,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.2,,Victoria,Endangered
Azolla pinnata,Ferny Azolla,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0,3.1,,,
Baloskion tetraphyllum,Tassel Cord-rush,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,,,
Billardiera mutabilis,"Common Apple-berry, Apple Dumpling",,0.0,0.0,0.0,1.0,2.1,2.1,0.0,0.0,1.0,0.0,0.0,0,2.1,,,
Billardiera scandens,Velvet Apple-berry,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,,Victoria,Endangered
Bolboschoenus medianus,"Marsh Club-sedge, River Bamboo",,0.0,0.0,2.1,1.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,1,2.1,,,
Boronia nana var. nana,Dwarf Boronia,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Boronia parviflora,Swamp Boronia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,,
Brachyloma ciliatum,Fringed Brachyloma,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Brachyscome decipiens,Field Daisy,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1.0,,,
Brachyscome graminea,Grass Daisy,,0.0,1.0,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.1,,,
Brachyscome parvula,Coast Daisy,,0.0,0.0,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.1,,,
Burnettia cuneata,Lizard Orchid,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,Victoria,Endangered
Caesia calliantha,Blue Grass-lily,1,0.0,0.0,0.0,0.0,1.0,3.1,3.1,1.0,1.0,0.0,0.0,0,3.1,,,
Caesia parviflora var. minor,Pale Grass-lily,,0.0,0.0,0.0,0.0,2.1,1.0,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Caesia parviflora var. parviflora,Pale Grass-lily,,0.0,0.0,0.0,0.0,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Caladenia aurantiaca,"Orange-tip Caladenia, Orange-tip Fingers",,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,Victoria,Endangered
Caladenia clavigera,"Clubbed Spider-orchid, Plain-lipped Spider-orchid",,0.0,0.0,0.0,0.0,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Caladenia mentiens,Cryptic Fingers,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Caladenia oenochila,Wine-lipped Spider-orchid,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,Victoria,Critically Endangered
Caladenia robinsonii,Frankston Spider-orchid,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,Endangered,Australia,Critically Endangered
Calandrinia calyptrata,"Pink Purslane, Small Leaf Parakeelya",,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,,,
Callitriche brachycarpa,Short Water-starwort,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,,Victoria,Endangered
Callitriche muelleri,Round Water-starwort,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,,,
Callitriche umbonata,Winged Water-starwort,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0,3.1,,Victoria,Endangered
Calocephalus citreus,Lemon Beauty-heads,,0.0,0.0,0.0,0.0,0.0,2.1,3.2,1.0,0.0,0.0,0.0,0,3.2,,,
Calochilus campestris,Copper Beard-orchid,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Calochilus robertsonii,"Common Beard-orchid, Purplish Beard-orchid",,0.0,0.0,0.0,0.0,1.0,3.1,1.0,0.0,0.0,1.0,0.0,0,3.1,,,
Calochilus therophilus,"Slender Beard-orchid, Late Beard-orchid",,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Cardamine microthrix,Eastern Bitter-cress,,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,2.1,,Victoria,Endangered
Cardamine paucijuga,Annual Bitter-cress,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,,,
Carex brownii,Stream Sedge,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,1.0,0,2.1,,,
Carex longebrachiata,Bergalia Tussock,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,,,
Carex tasmanica,Curly Sedge,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,Victoria,Endangered
Cassytha glabella forma dispar,"Slender Dodder-laurel, Tangled Dodder-laurel",,0.0,0.0,0.0,2.1,2.1,2.1,0.0,0.0,2.1,1.0,0.0,0,2.1,,,
Cassytha melantha,"Coarse Dodder-laurel, Large Dodder-laurel",,0.0,0.0,0.0,2.1,2.1,3.1,0.0,0.0,2.1,1.0,0.0,0,3.1,,,
Centipeda minima,Spreading Sneezeweed,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,,,
Centrolepis fascicularis,Tufted Centrolepis,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.1,0,2.1,,,
Centrolepis polygyna,Wiry Centrolepis,1,0.0,0.0,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0,3.1,,,
Ceratophyllum demersum,Common Hornwort,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,
Chaerophyllum eriopodum,"Hairy Carroway, Australian Carroway",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,,,
Chenopodium desertorum subsp. microphyllum,Small-leaf Goosefoot,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,,,
Crassula colligata subsp. colligata,Slender Stonecrop,,0.0,0.0,0.0,0.0,1.0,2.1,2.1,1.0,1.0,0.0,0.0,0,2.1,,,
Chiloglottis valida,Common Bird-orchid,,1.0,0.0,0.0,1.0,2.1,2.1,0.0,1.0,1.0,1.0,0.0,0,2.1,,,
Chrysocephalum apiculatum subsp. orarium,"Common Everlasting, Yellow Buttons",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Comesperma defoliatum,Leafless Milkwort,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Convolvulus angustissimus subsp. omnigracilis,Slender Bindweed,1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.1,1.0,0.0,0.0,0,3.1,,,
Coprosma quadrifida,Prickly Currant-bush,,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0,3.1,,,
Corunastylis despectans,Sharp Midge-orchid,,0.0,0.0,0.0,0.0,1.0,3.1,0.0,1.0,1.0,0.0,0.0,0,3.1,,,
Corybas diemenicus,"Veined Helmet-orchid, Stately Helmet-orchid",,3.1,0.0,0.0,2.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,3.1,,,
Corybas unguiculatus,"Small Helmet-orchid, Pelicans",,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.1,0.0,0,2.1,,,
Cotula coronopifolia,Water Buttons,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,,,
Craspedia canens,Grey Billy-buttons,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,,Victoria,Critically Endangered
Cullen microcephalum,"Dusky Scurf-pea, Mountain Psoralea",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,,,
Cullen tenax,"Tough Scurf-pea, Emu’s-foot",1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0,3.1,,Victoria,Endangered
Cyanicula caerula,Blue Fingers,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Cyperus lhotskyanus,Creeping Flat-sedge,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,,,
Cyperus lucidus,Leafy Flat-sedge,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,0,2.2,,,
Cyrtostylis reniformis,Small Gnat-orchid,,0.0,0.0,0.0,0.0,2.1,3.1,0.0,1.0,1.0,0.0,0.0,0,3.1,,,
Damasonium minus,Star Fruit,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0,3.1,,,
Daviesia latifolia,Hop Bitter-pea,,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Daviesia ulicifolia subsp. ulicifolia,Gorse Bitter-Pea,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Derwentia derwentiana subsp. derwentiana,Derwent Speedwell,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,,,
Desmodium gunnii,Southern Tick-trefoil,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Dianella brevicaulis,Small-flower Flax-lily,,3.2,0.0,3.1,0.0,1.0,1.0,2.2,1.0,1.0,0.0,0.0,0,3.2,,,
Dichanthium sericeum subsp. sericeum,"Queensland Blue-grass, Silky Blue-grass",,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.0,0.0,0.0,0,2.1,,,
Dichelachne hirtella,Hairy Plume-grass,,0.0,0.0,0.0,0.0,0.0,2.1,1.0,1.0,0.0,0.0,0.0,0,2.1,,,
Dillwynia phylicoides,Small-leaf Parrot-pea,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Dipodium roseum,Rosy Hyacinth-orchid,,1.0,0.0,0.0,1.0,3.1,3.1,1.0,1.0,1.0,1.0,0.0,0,3.1,,,
Diuris fragrantissima,"Sunshine Diuris, Fragrant Doubletail",,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.0,0.0,0.0,0,2.1,Endangered,Australia,Critically endangered
Drosera peltata,Pale Sundew,1,0.0,0.0,0.0,1.0,3.1,3.1,3.1,3.1,3.1,1.0,0.0,0,3.1,,,
Drosera pygmaea,"Pygmy Sundew, Tiny Sundew",,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1,0.0,0,2.1,,,
Dysphania pumilio,"Small Crumbweed, Rough-leaved Goosefoot",1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.1,0.0,0.0,0.0,0,3.1,,,
Einadia nutans subsp. nutans,"Nodding Saltbush, Climbing Saltbush",1,1.0,0.0,1.0,0.0,0.0,3.1,3.1,3.1,3.1,0.0,0.0,0,3.1,,,
Einadia trigonos,"Lax Goosefoot, Fishweed Goosefoot",1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.1,0.0,0.0,0,3.1,,,
Elatine gratioloides,Waterwort,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,3.1,0,3.1,,,
Eleocharis atricha,Tuber Spike-sedge,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,,,
Eleocharis gracilis,Slender Spike-sedge,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,,,
Eleocharis macbarronii,Grey Spike-sedge,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,,,
Eleocharis sphacelata,Tall Spike-sedge,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,2.2,0,2.2,,,
Enneapogon nigricans,Niggerheads,,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.0,0.0,0.0,0,2.1,,,
Entolasia marginata,Bordered Panic,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,,
Epilobium billardierianum subsp. billardierianum,Smooth Willow-herb,1,1.0,0.0,3.1,3.1,1.0,1.0,1.0,1.0,2.1,1.0,2.1,0,3.1,,,
Eragrostis brownii,"Common Love-grass, Brown's Love-grass",1,0.0,0.0,1.0,1.0,2.1,3.1,3.1,1.0,2.1,2.1,3.1,0,3.1,,,
Eremophila deserti,Turkey Bush,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0,,,
Eriochilus cucullatus,Parson's Bands,,0.0,0.0,0.0,0.0,1.0,3.1,3.1,1.0,1.0,0.0,0.0,0,3.1,,,
Erodium crinitum,"Blue Heron's-bill, Native Crowfoot",1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.1,1.0,0.0,0.0,0,3.1,,,
Eryngium vesiculosum,Prickfoot,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.1,0,3.1,,,
Eucalyptus goniocalyx,"Long-leaved Box, Bundy",,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,,,
Euchiton involucratus,"Common Cudweed, Star Cudweed",1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1,1.0,1.0,0,3.1,,,
Euchiton sphaericus,"Annual Cudweed, Common Cudweed",,1.0,0.0,1.0,1.0,3.1,3.1,3.1,2.1,3.1,0.0,0.0,0,3.1,,,
Euphorbia drummondii,"Flat Spurge, Caustic Weed",,0.0,0.0,0.0,0.0,0.0,3.1,3.1,2.1,0.0,0.0,0.0,0,3.1,,,
Eutaxia microphylla var. diffusa,Spreading Eutaxia,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.1,0.0,0.0,0.0,0,2.1,,,
Fimbristylis velata,Veiled Fringe-sedge,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,,Victoria,Endangered
Frankenia pauciflora var. gunnii,"Southern Sea-heath, Common Sea-heath",1,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1,,,
Gahnia radula,Thatch Saw-sedge,,0.0,0.0,0.0,0.0,2.1,1.0,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Galium australe,Tangled Bedstraw,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0,,,
Geranium inundatum,Naked Crane’s-bill,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,,,
Geranium pallidiflorum,Pale Flower Crane’s-bill,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,,,
Geranium solanderi,Austral Crane’s-bill,,0.0,0.0,0.0,0.0,0.0,1.0,2.1,1.0,2.1,0.0,0.0,0,2.1,,Victoria,Endangered
Gonocarpus humilis,Shade Raspwort,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,,
