KEYAccidentNumber,DATAccidentDate_accident,TIMAccidentTime_accident,CATAccidentTypeDesc_accident,CATDayOfWeek_accident,CATDCADesc_accident,CATMelwaysPage_accident,CATMelwaysGridRef_X_accident,CATMelwaysGridRef_Y_accident,CATLightConditionDesc_accident,NUMVehiclesInvolved_accident,NUMPersonsInvolved_accident,NUMPersonsInjured_accident,KEYPersonID_person,CATRoadUserTypeDesc_person,CATTakenHospital_person,CATInjuryLevelDesc_person,CATAgeGroup_person,CATPostcode_person,CATGender_person,CATLGAName_node,CATDEGUrbanName_node,NUMLatitude_node,NUMLongitude_node,CATPostcode_node,CATSurfaceConditionDesc_surface,CATSubDCACodeDesc_subdca,CATAtmosphericConditionDesc_atmosphere,CATRoadName_acclocation,CATRoadNameInt_acclocation,CATRoadType_acclocation,CATRoadTypeInt_acclocation,CATEventTypeDesc_accevent,CATObjectTypeDesc_accevent
T20080020492,2008-06-05,17:45:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,A,3.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,30-39,,F,MELBOURNE,MELB_URBAN,-37.81500932,144.9522823,3000,Dry,Not Required,Clear,SPENCER,LONSDALE,STREET,STREET,Collision,Not Applicable
T20080020702,2008-06-06,23:50:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2A,C,2.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,50-59,,M,MELBOURNE,MELB_URBAN,-37.78885604,144.9370404,3031,Dry,Vehicle leaving intersection,Clear,RACECOURSE,CITYLINK OUT-RACECOURSE OF,ROAD,RAMP,Collision,Not Applicable
T20080021658,2008-06-14,12:45:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,M,1.0,Day,1,3,0,02,Pedestrians, ,Other injury,50-59,3206.0,M,MELBOURNE,MELB_URBAN,-37.80983286,144.9630113,3000,Dry,,Clear,LA TROBE,SWANSTON,STREET,STREET,Collision,Not Applicable
T20080022070,2008-06-10,11:45:00                      ,Struck Pedestrian,Tuesday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1B,N,1.0,Day,1,2,0,01,Pedestrians, ,Other injury,70+,3146.0,F,MELBOURNE,MELB_URBAN,-37.80959426,144.9638262,3000,Dry,Not Required,Clear,LA TROBE,SWANSTON,STREET,STREET,Collision,Not Applicable
T20080022181,2008-06-18,10:30:00                      ,Struck Pedestrian,Wednesday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,29,G,12.0,Day,1,2,1,01,Pedestrians,Y,Serious injury,60-64,3108.0,M,MELBOURNE,MELB_URBAN,-37.78346003,144.9595504,3052,Dry,Not Required,Clear,ROYAL,WALKER,PARADE,STREET,Collision,Not Applicable
T20080022444,2008-06-19,08:45:00                      ,Struck Pedestrian,Thursday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,2B,K,4.0,Day,1,2,0,01,Pedestrians, ,Other injury,60-64,3053.0,F,MELBOURNE,MELB_URBAN,-37.79304709,144.9757155,3053,Dry,Not Required,Clear,ALEXANDRA,PRINCES,PARADE,STREET,Collision,Not Applicable
T20080022538,2008-06-20,17:15:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2G,A,8.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Other injury,17-21,3143.0,F,MELBOURNE,MELB_URBAN,-37.82313733,144.9763199,3004,Dry,,Clear,OLYMPIC,BOATHOUSE,BOULEVARD,DRIVE,Collision,Not Applicable
T20080022578,2008-06-21,03:15:00                      ,Struck Pedestrian,Saturday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1D,S,10.0,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,22-25,,F,MELBOURNE,MELB_URBAN,-37.82653077,144.9677841,3006,Wet,,Raining,DODDS,CITYLINK OUT-KINGS OF,STREET,RAMP,Collision,Not Applicable
T20080023183,2008-06-25,11:45:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2L,C,11.0,Day,1,2,0,01,Pedestrians, ,Other injury,22-25,3806.0,F,MELBOURNE,MELB_URBAN,-37.85021929,144.9806426,3004,Dry,Vehicle leaving intersection,Clear,HIGH,ST KILDA,STREET,ROAD,Collision,Not Applicable
T20080023427,2008-06-17,15:45:00                      ,Fall from or in moving vehicle,Tuesday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,1C,H,1.0,Day,1,2,0,01,Pedestrians,N,Other injury,70+,3183.0,F,MELBOURNE,MELB_URBAN,-37.82194041,144.9554686,3000,Unknown,Boarding,Not known,SPENCER,SIDDELEY,STREET,STREET,Fell in vehicle,Not Applicable
T20080023572,2008-06-28,15:55:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,K,7.0,Day,1,2,0,01,Pedestrians,N,Other injury,60-64,3053.0,F,MELBOURNE,MELB_URBAN,-37.79795209,144.9748771,3053,Dry,Vehicle leaving intersection,Clear,NICHOLSON,JOHNSTON,STREET,STREET,Collision,Not Applicable
T20080023637,2008-06-27,17:20:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2A,A,1.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,22-25,3031.0,F,MELBOURNE,MELB_URBAN,-37.78844772,144.9332204,3031,Dry,,Clear,RACECOURSE,VICTORIA,ROAD,STREET,Collision,Not Applicable
T20080024142,2008-06-20,08:10:00                      ,Fall from or in moving vehicle,Friday,FELL IN/FROM VEHICLE                    ,1A,F,5.0,Day,1,2,0,01,Pedestrians, ,Other injury,22-25,,F,MELBOURNE,MELBOURNE_CBD,-37.81568057,144.9582074,3000,Unknown,Fell from vehicle,Not known,BOURKE,WILLIAM,STREET,STREET,Fell from vehicle,Not Applicable
T20080024402,2008-07-04,17:20:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2G,F,5.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,50-59,,F,MELBOURNE,MELB_URBAN,-37.81700629,144.9884322,3002,Dry,Not Required,Clear,WELLINGTON,BERRY S,PARADE,STREET,Collision,Not Applicable
T20080024436,2008-07-04,00:05:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,T,3.0,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,26-29,3000.0,F,MELBOURNE,MELBOURNE_CBD,-37.81012748,144.9696558,3000,Wet,Vehicle leaving intersection,Raining,EXHIBITION,LONSDALE,STREET,STREET,Collision,Not Applicable
T20080024829,2008-07-08,06:20:00                      ,Struck Pedestrian,Tuesday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,2E,G,6.0,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,30-39,3166.0,M,MELBOURNE,MELB_URBAN,-37.81900874,144.946682,3008,Wet,Not Required,Raining,BOURKE,HARBOUR,STREET,ESPLANADE,Collision,Not Applicable
T20080025575,2008-07-12,22:30:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2L,C,11.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,17-21,3000.0,M,MELBOURNE,MELB_URBAN,-37.85021929,144.9806426,3004,Dry,,Clear,HIGH,ST KILDA,STREET,ROAD,Collision,Not Applicable
T20080025702,2008-06-22,11:45:00                      ,Struck Pedestrian,Sunday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.  ,1D,Q,4.0,Day,1,2,1,01,Pedestrians,Y,Other injury,64-69,3039.0,F,MELBOURNE,MELB_URBAN,-37.8224311,144.9637676,3006,Dry,Footpath unknown,Clear,SOUTHBANK,SOUTHBANK ALT,BOULEVARD,BOULEVARD,Collision,Not Applicable
T20080025710,2008-07-14,18:01:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,A,6.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,60-64,3054.0,F,MELBOURNE,MELB_URBAN,-37.81808162,144.9536946,3000,Dry,Vehicle leaving intersection,Clear,SPENCER,LITTLE COLLINS,STREET,STREET,Collision,Not Applicable
T20080026135,2008-07-17,16:30:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,Q,3.0,Day,1,2,0,01,Pedestrians, ,Other injury,22-25,3163.0,M,MELBOURNE,MELBOURNE_CBD,-37.81084195,144.967202,3000,Dry,Vehicle leaving intersection,Clear,LONSDALE,RUSSELL,STREET,STREET,Collision,Not Applicable
T20080026275,2008-07-18,18:30:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,L,5.0,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,30-39,3036.0,M,MELBOURNE,MELBOURNE_CBD,-37.81424771,144.9631593,3000,Dry,Vehicle entering intersection,Clear,BOURKE,ELIZABETH,STREET,STREET,Collision,Not Applicable
T20080026647,2008-07-21,15:30:00                      ,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE)               ,1A,F,7.0,Day,2,3,1,01,Pedestrians, ,Not injured,40-49,3147.0,F,MELBOURNE,MELBOURNE_CBD,-37.81764326,144.9591106,3000,Dry,Vehicle entering intersection,Clear,COLLINS,WILLIAM,STREET,STREET,Collision,Not Applicable
T20080026877,2008-07-20,01:30:00                      ,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2G,F,9.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,22-25,3133.0,M,MELBOURNE,MELB_URBAN,-37.82507063,144.9887549,3121,Dry,Not Required,Clear,PUNT,BURNLEY,ROAD,TUNNEL,Collision,Not Applicable
T20080026901,2008-06-18,07:30:00                      ,Fall from or in moving vehicle,Wednesday,FELL IN/FROM VEHICLE                    ,2B,A,8.0,Dusk/Dawn,1,2,0,01,Pedestrians, ,Other injury,50-59,3199.0,M,MELBOURNE,MELB_URBAN,-37.79958503,144.9551663,3000,Dry,Fell from vehicle,Not known,GRATTAN,FLEMINGTON REV,STREET,ROAD SERVICE ROAD,Fell from vehicle,Not Applicable
T20080027041,2008-07-15,10:30:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,T,8.0,Day,1,2,0,01,Pedestrians, ,Other injury,30-39,3142.0,M,MELBOURNE,MELBOURNE_CBD,-37.81502169,144.9719243,3000,Unknown,Vehicle leaving intersection,Not known,EXHIBITION,FLINDERS,STREET,LANE,Collision,Not Applicable
T20080027053,2008-07-24,15:10:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,C,10.0,Day,1,2,1,01,Pedestrians,Y,Serious injury,60-64,3141.0,M,MELBOURNE,MELB_URBAN,-37.80403938,144.9584689,3000,Dry,Vehicle entering intersection,Clear,ELIZABETH,QUEENSBERRY,STREET,STREET,Collision,Not Applicable
T20080027510,2008-07-27,19:18:00                      ,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1D,V,7.0,Dark Street lights on,1,4,1,03,Pedestrians,Y,Serious injury,5-12,3019.0,M,MELBOURNE,MELB_URBAN,-37.82331625,144.9701276,3004,Wet,Vehicle entering intersection,Clear,ST KILDA,ST KILDA,ROAD,ROAD,Collision,Not Applicable
T20080027947,2008-07-30,19:10:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2L,B,8.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,30-39,,U,MELBOURNE,MELB_URBAN,-37.84485173,144.9786855,3004,Wet,Vehicle entering intersection,Raining,COMMERCIAL,ST KILDA,ROAD,ROAD,Collision,Not Applicable
T20080028212,2008-08-01,18:40:00                      ,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1A,C,7.0,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,13-15,,F,MELBOURNE,MELBOURNE_CBD,-37.81856682,144.9558985,3000,Wet,Pedestrian emerged from behind car etc,Clear,COLLINS,KING,STREET,STREET,Collision,Not Applicable
T20080028298,2008-08-01,19:20:00                      ,Struck Pedestrian,Friday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,1D,M,7.0,Dark Street lights on,2,4,0,01,Pedestrians, ,Other injury,30-39,3804.0,F,MELBOURNE,MELB_URBAN,-37.82572909,144.9624087,3006,Wet,Pedestrian emerged from behind car etc,Clear,KAVANAGH,BALSTON,STREET,STREET,Collision,Not Applicable
T20080028298,2008-08-01,19:20:00                      ,Struck Pedestrian,Friday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,1D,M,7.0,Dark Street lights on,2,4,0,02,Pedestrians, ,Not injured,30-39,3141.0,M,MELBOURNE,MELB_URBAN,-37.82572909,144.9624087,3006,Wet,Pedestrian emerged from behind car etc,Clear,KAVANAGH,BALSTON,STREET,STREET,Collision,Not Applicable
T20080028448,2008-08-03,16:00:00                      ,Struck Pedestrian,Sunday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1B,N,5.0,Day,1,2,0,01,Pedestrians, ,Other injury,50-59,,M,MELBOURNE,MELBOURNE_CBD,-37.81341789,144.966019,3000,Dry,,Clear,BOURKE,SWANSTON,STREET,STREET,Collision,Not Applicable
T20080028460,2008-08-02,23:50:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,L,5.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,40-49,3058.0,F,MELBOURNE,MELBOURNE_CBD,-37.81424771,144.9631593,3000,Dry,Vehicle leaving intersection,Clear,BOURKE,ELIZABETH,STREET,STREET,Collision,Not Applicable
T20080028635,2008-08-05,06:35:00                      ,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE)               ,2G,D,1.0,Dark Street lights on,2,3,1,01,Pedestrians, ,Other injury,26-29,3136.0,M,MELBOURNE,MELB_URBAN,-37.81041213,144.9835538,3002,Wet,Vehicle entering intersection,Clear,ALBERT,CLARENDON,STREET,STREET,Collision,Not Applicable
T20080028894,2008-08-05,16:30:00                      ,Struck Pedestrian,Tuesday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1A,F,3.0,Day,1,2,0,01,Pedestrians, ,Other injury,17-21,3810.0,M,MELBOURNE,MELBOURNE_CBD,-37.81371239,144.957323,3000,Dry,,Clear,LONSDALE,WILLIAM,STREET,STREET,Collision,Not Applicable
T20080028917,2008-08-06,20:00:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2K,F,1.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Other injury,22-25,3350.0,F,MELBOURNE,MELB_URBAN,-37.83061361,144.9652032,3006,Dry,Vehicle entering intersection,Clear,KINGS,STURT,WAY,STREET,Collision,Not Applicable
T20080029933,2008-08-14,16:30:00                      ,Struck Pedestrian,Thursday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,2B,G,6.0,Day,1,2,1,01,Pedestrians,Y,Other injury,70+,3145.0,M,MELBOURNE,MELB_URBAN,-37.79715948,144.9675577,3053,Dry,Pedestrian emerged from behindtram,Clear,ELGIN,LYGON,STREET,STREET,Collision,Not Applicable
T20080030051,2008-08-15,07:50:00                      ,Struck Pedestrian,Friday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,2L,B,8.0,Day,1,2,1,01,Pedestrians,Y,Serious injury,17-21,,F,MELBOURNE,MELB_URBAN,-37.84511007,144.9787797,3004,Dry,Pedestrian emerged from behind car etc,Clear,ST KILDA,COMMERCIAL,ROAD,ROAD,Collision,Not Applicable
T20080030711,2008-08-16,18:00:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2F,B,2.0,Dark Street lights on,1,2,0,01,Pedestrians,N,Serious injury,50-59,3153.0,M,MELBOURNE,MELB_URBAN,-37.81133023,144.9562492,3000,Wet,Not Required,Raining,WILLIAM,LA TROBE,STREET,STREET,Collision,Not Applicable
T20080030729,2008-08-08,13:45:00                      ,Struck Pedestrian,Friday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,2K,K,3.0,Day,1,2,0,01,Pedestrians, ,Other injury,26-29,3181.0,M,MELBOURNE,MELB_URBAN,-37.83509048,144.9748991,3004,Dry,Not Required,Clear,ST KILDA,BROMBY,ROAD,STREET,Collision,Not Applicable
T20080030755,2008-08-20,10:00:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2A,A,1.0,Day,1,3,0,02,Pedestrians,N,Other injury,70+,3031.0,F,MELBOURNE,MELB_URBAN,-37.78844227,144.9331694,3031,Dry,Vehicle leaving intersection,Clear,RACECOURSE,VICTORIA,ROAD,STREET,Collision,Not Applicable
T20080031023,2008-08-22,18:35:00                      ,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2A,H,4.0,Dark Street lights on,1,2,0,01,Pedestrians,N,Serious injury,40-49,3915.0,M,MELBOURNE,MELB_URBAN,-37.79373982,144.9476102,3051,Dry,Not Required,Clear,FLEMINGTON,ABBOTSFORD,ROAD,STREET,Collision,Not Applicable
T20080031262,2008-08-16,17:18:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1D,V,8.0,Unknown,1,2,0,01,Pedestrians, ,Other injury,60-64,3161.0,F,MELBOURNE,MELB_URBAN,-37.82417884,144.970524,3004,Unknown,Not Required,Not known,ST KILDA,BURNLEY,ROAD,TUNNEL,Collision,Not Applicable
T20080031652,2008-08-27,14:50:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,P,10.0,Day,1,2,1,01,Pedestrians,Y,Serious injury,40-49,3180.0,M,MELBOURNE,MELB_URBAN,-37.81727178,144.9680608,3000,Dry,Pedestrian emerged from behind car etc,Clear,FLINDERS,CHAPTER HOUSE,STREET,LANE,Collision,Not Applicable
T20080031773,2008-08-25,09:45:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,G,6.0,Day,1,2,0,01,Pedestrians, ,Other injury,30-39,3032.0,F,MELBOURNE,MELB_URBAN,-37.79721137,144.9680298,3053,Dry,,Clear,ELGIN,HAWKINS,STREET,LANE,Collision,Not Applicable
T20080031809,2008-08-28,18:15:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,F,9.0,Dark Street lights on,1,3,0,02,Pedestrians, ,Other injury,30-39,3084.0,F,MELBOURNE,MELBOURNE_CBD,-37.81862018,144.9595602,3000,Dry,Vehicle leaving intersection,Clear,FLINDERS,WILLIAM,LANE,STREET,Collision,Not Applicable
T20080031983,2008-08-29,23:15:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,N,3.0,Dark Street lights on,1,4,1,01,Pedestrians,Y,Serious injury,22-25,3143.0,F,MELBOURNE,MELBOURNE_CBD,-37.811561,144.9647324,3000,Dry,Vehicle entering intersection,Clear,LONSDALE,SWANSTON,STREET,STREET,Collision,Not Applicable
T20080032365,2008-09-01,13:30:00                      ,Fall from or in moving vehicle,Monday,FELL IN/FROM VEHICLE                    ,1C,H,4.0,Unknown,1,3,0,01,Pedestrians,N,Not injured,unknown,2550.0,F,MELBOURNE,MELB_URBAN,-37.82395101,144.9563966,3006,Unknown,Fell in vehicle,Not known,CLARENDON,CLARENDON,STREET,STREET,Fell in vehicle,Not Applicable
T20080032556,2008-09-03,17:45:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2E,J,1.0,Day,1,2,1,01,Pedestrians,Y,Serious injury,40-49,3081.0,F,MELBOURNE,MELB_URBAN,-37.81013295,144.9499871,3003,Dry,Vehicle leaving intersection,Clear,DUDLEY,SPENCER,STREET,STREET,Collision,Not Applicable
T20080032723,2008-09-05,08:52:00                      ,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,E,11.0,Day,1,3,0,01,Pedestrians,N,Serious injury,17-21,,M,MELBOURNE,MELB_URBAN,-37.80665694,144.9628972,3000,Dry,Vehicle entering intersection,Clear,VICTORIA,SWANSTON,STREET,STREET,Collision,Not Applicable
T20080032997,2008-09-05,23:15:00                      ,Struck Pedestrian,Friday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,1B,L,3.0,Dark Street lights on,2,3,0,01,Pedestrians,N,Other injury,17-21,,F,MELBOURNE,MELBOURNE_CBD,-37.81228152,144.9622574,3000,Dry,Pedestrian emerged from behindtram,Clear,ELIZABETH,LONSDALE,STREET,STREET,Collision,Not Applicable
T20080033410,2008-09-11,08:51:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,R,3.0,Day,1,3,1,01,Pedestrians,Y,Other injury,26-29,3023.0,M,MELBOURNE,MELBOURNE_CBD,-37.81072023,144.9676201,3000,Dry,Pedestrian emerged from behind car etc,Clear,LONSDALE,HAYWARD,STREET,LANE,Collision,Not Applicable
T20080033827,2008-09-13,22:30:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2G,F,9.0,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,30-39,3111.0,M,MELBOURNE,MELB_URBAN,-37.82468242,144.9888328,3121,Unknown,Vehicle entering intersection,Not known,PUNT,OLYMPIC,ROAD,BOULEVARD,Collision,Not Applicable
T20080034369,2008-09-18,19:40:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2A,J,6.0,Dark Street lights unknown,1,2,1,01,Pedestrians,Y,Serious injury,17-21,3056.0,F,MELBOURNE,MELB_URBAN,-37.79659639,144.9511968,3051,Unknown,Vehicle entering intersection,Clear,HARKER,FLEMINGTON,STREET,ROAD,Collision,Not Applicable
T20080034637,2008-09-20,01:55:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,Q,8.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,17-21,3818.0,M,MELBOURNE,MELBOURNE_CBD,-37.815631,144.9693965,3000,Dry,Not Required,Clear,RUSSELL,FLINDERS,STREET,LANE,Collision,Not Applicable
T20080034662,2008-09-21,07:15:00                      ,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,H,10.0,Day,1,2,0,01,Pedestrians, ,Other injury,17-21,3175.0,M,MELBOURNE,MELB_URBAN,-37.81883431,144.962692,3000,Dry,Not Required,Clear,FLINDERS,QUEEN,STREET,STREET,Collision,Not Applicable
T20080034899,2008-08-24,01:40:00                      ,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1D,U,12.0,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,17-21,,F,MELBOURNE,MELB_URBAN,-37.82772012,144.9714024,3004,Dry,,Clear,ST KILDA,ANZAC,ROAD,AVENUE,Collision,Not Applicable
T20080034960,2008-09-23,14:00:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,F,3.0,Day,1,3,1,02,Pedestrians,Y,Serious injury,40-49,3031.0,M,MELBOURNE,MELBOURNE_CBD,-37.81371239,144.957323,3000,Dry,Vehicle leaving intersection,Clear,LONSDALE,WILLIAM,STREET,STREET,Collision,Not Applicable
T20080035206,2008-09-25,14:10:00                      ,Struck Pedestrian,Thursday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1B,P,6.0,Day,1,3,0,02,Pedestrians, ,Other injury,60-64,3185.0,F,MELBOURNE,MELBOURNE_CBD,-37.81404348,144.9676716,3000,Dry,Not Required,Clear,LITTLE COLLINS,RUSSELL,STREET,PLACE,Collision,Not Applicable
T20080035265,2008-09-25,19:00:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,G,5.0,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,30-39,3053.0,M,MELBOURNE,MELB_URBAN,-37.79404956,144.9680859,3053,Dry,Not Required,Clear,LYGON,LYTTON,STREET,STREET,Collision,Not Applicable
T20080035266,2008-09-25,15:21:00                      ,Struck Pedestrian,Thursday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,1B,V,10.0,Day,1,2,1,01,Pedestrians,Y,Serious injury,40-49,3630.0,F,MELBOURNE,MELB_URBAN,-37.81528988,144.9748674,3000,Dry,Vehicle entering intersection,Clear,WELLINGTON,SPRING,PARADE,STREET,Collision,Not Applicable
T20080035497,2008-09-27,06:45:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,V,7.0,Day,1,2,0,01,Pedestrians, ,Other injury,30-39,3977.0,F,MELBOURNE,MELB_URBAN,-37.81331563,144.9739525,3000,Dry,Vehicle entering intersection,Clear,SPRING,COLLINS,STREET,STREET,Collision,Not Applicable
T20080035540,2008-09-27,16:10:00                      ,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,1A,A,5.0,Day,2,3,0,01,Pedestrians, ,Other injury,17-21,,F,MELBOURNE,MELB_URBAN,-37.8172608,144.9533173,3000,Dry,Traffic signs (No parking No standing etc),Clear,SPENCER,BOURKE,STREET,STREET,Ran off carriageway,Not Applicable
